aliquot	feature_1	feature_2	project	center
TCGA-13-1411-01A-01R-1565-13	1.7570546527798	48.0789260348907	OV	BCCAGSC
TCGA-13-1412-01A-01R-1565-13	3.58026962701474	47.9669875729496	OV	BCCAGSC
TCGA-13-1477-01A-01R-1565-13	5.043639615303	50.0871362294923	OV	BCCAGSC
TCGA-13-1481-01A-01R-1565-13	3.68090956553391	47.640618786474	OV	BCCAGSC
TCGA-13-1482-01A-01R-1565-13	12.7666768051499	47.2102159620272	OV	BCCAGSC
TCGA-13-1483-01A-01R-1565-13	3.13153529509467	47.7801075280064	OV	BCCAGSC
TCGA-13-1484-01A-01R-1565-13	-6.26394603273219	51.874776733428	OV	BCCAGSC
TCGA-13-1485-01A-02R-1565-13	1.82237190860054	50.4909216246994	OV	BCCAGSC
TCGA-13-1487-01A-01R-1565-13	1.85369424125699	50.1295770438751	OV	BCCAGSC
TCGA-13-1488-01A-01R-1565-13	4.02852967894095	48.2415263531191	OV	BCCAGSC
TCGA-13-1489-01A-01R-1565-13	9.32250448624715	50.1428081217659	OV	BCCAGSC
TCGA-13-1491-01A-01R-1565-13	2.41964679456815	49.3854405320093	OV	BCCAGSC
TCGA-13-1492-01A-01R-1565-13	9.21051348744009	45.0418784548823	OV	BCCAGSC
TCGA-13-1494-01A-01R-1565-13	-5.75433772693513	51.6046423136971	OV	BCCAGSC
TCGA-13-1495-01A-01R-1565-13	-1.5422472657611	50.1748046649166	OV	BCCAGSC
TCGA-13-1496-01A-01R-1565-13	2.84433162255703	48.7378331736922	OV	BCCAGSC
TCGA-13-1497-01A-01R-1565-13	4.24051743983016	49.3158270603086	OV	BCCAGSC
TCGA-13-1498-01A-01R-1565-13	10.8665454143382	47.3902840013037	OV	BCCAGSC
TCGA-13-1499-01A-01R-1565-13	4.47101760756166	46.0315129945625	OV	BCCAGSC
TCGA-13-1500-01A-01R-1565-13	11.6084439468409	47.2227381408636	OV	BCCAGSC
TCGA-13-1501-01A-01R-1565-13	5.43607578759453	45.4872511436537	OV	BCCAGSC
TCGA-13-1504-01A-01R-1565-13	4.20230764643896	48.9192682519241	OV	BCCAGSC
TCGA-13-1505-01A-01R-1565-13	9.36928395282034	47.2447640905528	OV	BCCAGSC
TCGA-13-1506-01A-01R-1565-13	-2.26819167891376	50.2762289167791	OV	BCCAGSC
TCGA-13-1507-01A-01R-1565-13	4.0783899145448	48.8609260346264	OV	BCCAGSC
TCGA-13-1509-01A-01R-1565-13	1.91268063965556	47.924987642259	OV	BCCAGSC
TCGA-13-1510-01A-02R-1565-13	3.32535669129826	50.0387568407716	OV	BCCAGSC
TCGA-13-1511-01A-01R-1565-13	4.33760820618657	48.3485468074434	OV	BCCAGSC
TCGA-13-1512-01A-01R-1565-13	5.32234380759338	45.4103654162965	OV	BCCAGSC
TCGA-13-2060-01A-01R-1568-13	12.0024581164649	49.1007590922943	OV	BCCAGSC
TCGA-13-A5FT-01A-11R-A407-13	12.6024310852977	2.43040384963194	OV	BCCAGSC
TCGA-13-A5FU-01A-11R-A407-13	7.98849971672794	0.997275613579679	OV	BCCAGSC
TCGA-18-3406-01A-01T-0981-13	-16.7029524842416	22.915388532268	LUSC	BCCAGSC
TCGA-18-3407-01A-01T-0981-13	-10.9482888694091	16.0737690830402	LUSC	BCCAGSC
TCGA-18-3408-01A-01T-0981-13	-16.5721494222498	23.3960302913506	LUSC	BCCAGSC
TCGA-18-3410-01A-01T-0981-13	-17.3417496130997	28.5520126944775	LUSC	BCCAGSC
TCGA-18-3411-01A-01T-0981-13	-16.1865698159487	22.9120928167216	LUSC	BCCAGSC
TCGA-18-3412-01A-01T-0981-13	-16.4025576333823	23.536971161329	LUSC	BCCAGSC
TCGA-18-3414-01A-01T-0981-13	-16.9347177657176	24.4424242622012	LUSC	BCCAGSC
TCGA-18-3415-01A-01T-0981-13	-16.4336075559397	22.497992522507	LUSC	BCCAGSC
TCGA-18-3416-01A-01T-0981-13	-15.6909799916464	23.8061730871518	LUSC	BCCAGSC
TCGA-18-3417-01A-01T-1442-13	-15.4978318786157	19.6625104743623	LUSC	BCCAGSC
