patient	feature_1	feature_2	project
TCGA-A8-A06U	3.90256073790059	-5.68858998918822	BRCA
TCGA-A8-A06X	-19.16571571926	6.36374547786634	BRCA
TCGA-A8-A06Y	14.0965754728429	-10.768525773573	BRCA
TCGA-A8-A06Z	2.81829062783627	-6.05323264244646	BRCA
TCGA-A8-A075	-1.71040312022808	-5.05810926095368	BRCA
TCGA-A8-A076	-18.2784363148521	-5.49734336457648	BRCA
TCGA-A8-A079	1.4383667598994	-3.11618769165094	BRCA
TCGA-A8-A07B	0.420398946482571	-3.53491951737265	BRCA
TCGA-A8-A07C	-13.8882120124098	6.18556508197363	BRCA
TCGA-A8-A07E	-0.00207697607976814	6.82555780991756	BRCA
TCGA-A8-A07F	13.7790374015263	-9.30038031789002	BRCA
TCGA-A8-A07G	5.05381896745948	-7.62909589313107	BRCA
TCGA-A8-A07I	20.563553219645	-4.58387840429833	BRCA
TCGA-A8-A07J	13.1442434210201	-18.7400953814142	BRCA
TCGA-A8-A07L	4.49237097638706	-1.49461051313477	BRCA
TCGA-A8-A07O	-15.6972154843312	3.69857431452571	BRCA
TCGA-A8-A07P	4.82678418617876	-5.51156937274425	BRCA
TCGA-A8-A07R	-17.0077581576379	8.15863527754318	BRCA
TCGA-A8-A07S	10.7934907197739	-10.6077669805832	BRCA
TCGA-A8-A07U	-15.6748378364882	6.29322892461313	BRCA
TCGA-A8-A07W	1.2885097151114	-4.7390099496242	BRCA
TCGA-A8-A07Z	12.9389723025678	-9.73789114524262	BRCA
TCGA-A8-A081	-24.0697051967579	22.3576692382185	BRCA
TCGA-A8-A082	23.6656751056599	1.61627070405997	BRCA
TCGA-A8-A083	19.4906636279812	-5.77141684232654	BRCA
TCGA-A8-A084	17.489967393875	-9.62724167588889	BRCA
TCGA-A8-A085	6.81437107251405	-2.87286157986692	BRCA
TCGA-A8-A086	1.7926794234029	-1.69908878239339	BRCA
TCGA-A8-A08A	18.1223980171394	-7.27722339726104	BRCA
TCGA-A8-A08B	11.6267749589519	-6.84897874854003	BRCA
TCGA-A8-A08C	15.6943866476654	-8.76543678817577	BRCA
TCGA-A8-A08F	4.96801308836972	-4.12806929127227	BRCA
TCGA-A8-A08G	6.39295000694624	-5.86679154529804	BRCA
TCGA-A8-A08H	1.72598609418744	3.12779950131355	BRCA
TCGA-A8-A08I	-12.5646428295152	28.9458668100827	BRCA
TCGA-A8-A08J	2.59216132457714	-4.39743784436	BRCA
TCGA-A8-A08L	-13.9818772829002	6.12368186835576	BRCA
TCGA-A8-A08O	10.3113828151724	0.0855065788203387	BRCA
TCGA-A8-A08P	3.52417045432833	-4.8845990519673	BRCA
TCGA-A8-A08R	-17.5657888086794	7.84368651954659	BRCA
TCGA-A8-A08S	2.30819957066419	-6.33704960354289	BRCA
TCGA-A8-A08T	17.2813580104472	-8.5418039612319	BRCA
TCGA-A8-A08X	-12.694491399877	4.58238358928403	BRCA
TCGA-A8-A08Z	17.0242440429783	-7.80020002394294	BRCA
TCGA-A8-A090	3.03086815633054	-11.9073349513043	BRCA
TCGA-A8-A091	1.69103472617359	-1.07219662623571	BRCA
TCGA-A8-A092	1.6548127538556	-5.57726329736036	BRCA
TCGA-A8-A093	15.9535672559848	-8.68570847857743	BRCA
TCGA-A8-A094	-14.2070328205962	-0.504278141773593	BRCA
TCGA-A8-A095	14.0816314297562	-8.33029405786901	BRCA
TCGA-A8-A096	19.0686298593619	-5.17415601621472	BRCA
TCGA-A8-A097	4.26540093127233	-3.69336451633852	BRCA
TCGA-A8-A099	20.2948637825726	-7.65579015231637	BRCA
TCGA-A8-A09A	-10.3294523715392	2.03995443205201	BRCA
TCGA-A8-A09B	14.9708895908379	-10.1997013088744	BRCA
TCGA-A8-A09C	0.497862622177085	-9.20264459860765	BRCA
TCGA-A8-A09D	-0.875850054871909	16.3137649618062	BRCA
TCGA-A8-A09E	20.0484114293635	-9.37773174259613	BRCA
TCGA-A8-A09G	11.7501702972989	-6.78364760877896	BRCA
TCGA-A8-A09I	6.46012691987371	-5.38195543622073	BRCA
TCGA-A8-A09K	5.64212701819273	-2.78147565960762	BRCA
TCGA-A8-A09M	5.38215405484928	-3.19251349353824	BRCA
TCGA-A8-A09N	-1.8782237704597	0.884437466346107	BRCA
TCGA-A8-A09Q	-0.136097684504522	-2.88659460864307	BRCA
TCGA-A8-A09R	8.89514484426308	-6.0759515583801	BRCA
TCGA-A8-A09T	2.36050570690237	-1.28601812653318	BRCA
TCGA-A8-A09V	16.9851572412994	-7.45337509685596	BRCA
TCGA-A8-A09W	1.77895184400114	-4.08510002673503	BRCA
TCGA-A8-A09X	6.68385505016668	2.06736528171849	BRCA
TCGA-A8-A09Z	18.4685967312638	-2.46121608610793	BRCA
TCGA-A8-A0A1	19.4591496627943	-5.54372104728511	BRCA
TCGA-A8-A0A2	14.8784104412719	-10.2240497340922	BRCA
TCGA-A8-A0A4	11.2517685536441	-8.95247723530291	BRCA
TCGA-A8-A0A6	10.5304839240962	-9.16625708098846	BRCA
TCGA-A8-A0A7	0.533390858189842	2.59321797720643	BRCA
TCGA-A8-A0A9	19.4076768937604	-6.3811176191289	BRCA
TCGA-A8-A0AB	15.2418427649611	-10.0855887202982	BRCA
TCGA-A8-A0AD	-15.6011884048073	-22.2972769612436	BRCA
TCGA-AA-3488	-23.7575137298999	-5.68487377476083	COAD
TCGA-AA-3489	-18.5283862836009	-9.12137518602116	COAD
TCGA-AA-3492	29.6510680617149	8.42610889940634	COAD
TCGA-AA-3494	-20.1174392357329	-5.63052797295067	COAD
TCGA-AA-3495	-20.3738581914739	-6.56143660353624	COAD
TCGA-AA-3496	-21.1081951170308	-7.95006378468999	COAD
TCGA-AA-3502	-10.7462966225663	-12.286195603378	COAD
TCGA-AA-3506	-5.78325643702446	-20.6175574902744	COAD
TCGA-AA-3509	-19.4332636599342	-13.4299197217992	COAD
TCGA-AA-3510	18.9168560410839	15.2090548440393	COAD
TCGA-AA-3511	-24.9121381131928	-9.33999344066115	COAD
TCGA-AA-3514	1.21658837770124	18.9745291126713	COAD
TCGA-AA-3516	12.4951400851015	18.9653282415676	COAD
TCGA-AA-3517	-22.0862787936693	-9.01497712120383	COAD
TCGA-AA-3518	25.1477000529458	20.1750634756925	COAD
TCGA-AA-3519	-23.9334598528785	-11.5538576948788	COAD
TCGA-AA-3520	-24.7363430098361	-12.3568694583321	COAD
TCGA-AA-3521	-22.4091555547082	-10.8683654284973	COAD
TCGA-AA-3522	-2.93079912720745	14.3018359826934	COAD
TCGA-AA-3524	-17.9680956845848	-10.6127438404588	COAD
TCGA-AA-3525	24.8637187244521	20.4790157369434	COAD
TCGA-AA-3526	-23.5390240469629	-13.1911942741215	COAD
TCGA-AA-3527	7.69688722310473	18.4418735393151	COAD
TCGA-AA-3529	0.800823717583569	0.262562651672673	COAD
TCGA-AA-3530	-23.4691997179365	-13.2255942254146	COAD
TCGA-AA-3531	-20.6342751922705	-10.7880955384755	COAD
TCGA-AA-3532	-21.960077573578	-5.01522866705801	COAD
TCGA-AA-3534	-16.4082028143558	-6.55687811941116	COAD
TCGA-AA-3538	-21.7174638101486	-5.94535521744221	COAD
TCGA-AA-3542	-22.1413175671181	-5.92991388084588	COAD
TCGA-AA-3543	7.51215649704713	18.0985971579977	COAD
TCGA-AA-3544	-19.9280604059857	-7.15130675398806	COAD
TCGA-AA-3548	-26.5388567428806	-6.10268607119744	COAD
TCGA-AA-3549	-26.1608930214508	-9.09434999854035	COAD
TCGA-AA-3552	-23.2058726083113	-5.4377386547876	COAD
TCGA-AA-3553	-21.1459909271841	-6.52769370965186	COAD
TCGA-AA-3554	15.2060823992863	26.0890805202917	COAD
TCGA-AA-3555	26.8656980619112	11.0963378622564	COAD
TCGA-AA-3556	-0.673747454723585	0.710227446633695	COAD
TCGA-AA-3558	0.691739167348067	22.9729180231816	COAD
TCGA-AA-3560	-18.9445979890663	-7.52648980123582	COAD
TCGA-AA-3561	-25.2989301930189	-11.4956132346939	COAD
TCGA-AA-3562	-24.7887662787806	-7.14913364802	COAD
TCGA-AA-3655	5.248087218334	-14.0245707319808	COAD
TCGA-AA-3660	-19.6956504747605	-7.14340311597978	COAD
TCGA-AA-3662	-19.6431264049131	-11.2731965205879	COAD
TCGA-AA-3663	0.300319865223979	23.4095747827749	COAD
TCGA-AA-3664	-5.7232095756323	-9.6004995102147	COAD
TCGA-AA-3666	-25.9159360255785	-10.1928671155603	COAD
TCGA-AA-3667	-24.1681784503584	-9.67184881045433	COAD
TCGA-AA-3672	5.67856209172736	2.78759874340701	COAD
TCGA-AA-3673	-18.4615508777063	-8.32680762470638	COAD
TCGA-AA-3675	18.9934519196939	-10.6718245570358	COAD
TCGA-AA-3678	-24.0216220987369	-12.3314914024155	COAD
TCGA-AA-3679	-22.458998554726	-9.23976344551764	COAD
TCGA-AA-3680	-10.6903244664302	-15.7161201234925	COAD
TCGA-AA-3681	-17.2330481119168	-12.6504518182417	COAD
TCGA-AA-3684	5.73178718724668	10.0346170380216	COAD
TCGA-AA-3685	-23.8115201240641	-8.34716860808976	COAD
TCGA-AA-3688	-25.033026422564	-8.21053669451629	COAD
TCGA-AA-3692	-19.7125352575174	-6.78615578922982	COAD
TCGA-AA-3693	-24.2537420072592	-10.6152007805155	COAD
TCGA-AA-3695	-23.568733730212	-7.11634573103652	COAD
TCGA-AA-3696	-25.6760973666263	-18.2841409096734	COAD
TCGA-AA-3697	-22.3014810616353	-9.01320809556064	COAD
TCGA-AA-3710	5.67516836908595	2.85967140526723	COAD
TCGA-AA-3712	-21.4409436364728	-9.4354906806701	COAD
TCGA-AA-3713	2.2779269259507	19.3832512300494	COAD
TCGA-AA-3715	4.97000237176066	2.92366086055929	COAD
TCGA-AA-3811	-18.3572797053557	-2.4384410316055	COAD
TCGA-AA-3812	-20.5939892893303	-9.3049350802211	COAD
TCGA-AA-3814	-21.1484255544137	-9.64643175284716	COAD
TCGA-AA-3815	9.26556961479808	21.2278471639044	COAD
TCGA-AA-3818	-6.14075781268602	-20.5633521324048	COAD
TCGA-AA-3819	-23.9749974161773	-12.5778508175103	COAD
TCGA-AA-3821	27.4837528933207	17.6801229525059	COAD
TCGA-AA-3831	21.925390922997	16.5621835808287	COAD
TCGA-AA-3833	25.9022197772388	10.4104104789635	COAD
TCGA-AA-3837	-15.8572158875764	-8.35064678316584	COAD
TCGA-AA-3841	-23.2363443087921	-9.73808619929076	COAD
TCGA-AA-3842	-25.797820442603	-7.9913534338157	COAD
TCGA-AA-3844	-4.42822176240805	-19.6189996395348	COAD
TCGA-AA-3845	5.48916557563298	2.62126648257565	COAD
TCGA-AA-3846	-25.5559065477214	-8.64880373945127	COAD
TCGA-AA-3848	-18.8034947241112	-8.06964664691306	COAD
TCGA-AA-3850	17.5804828121494	14.2147683483742	COAD
TCGA-AA-3851	-14.7369553831812	-5.47408506956975	COAD
TCGA-AA-3852	-6.85175098103356	-18.9997562010497	COAD
TCGA-AA-3854	8.63176060338095	13.8773310503343	COAD
TCGA-AA-3855	-17.0486230669997	-12.5704443946437	COAD
TCGA-AA-3856	-23.4290993088955	-5.5304202260367	COAD
TCGA-AA-3858	-21.6151381767516	-5.20137841234026	COAD
TCGA-AA-3860	-21.4511701569165	-11.4221220296956	COAD
TCGA-AA-3861	-5.8845954090504	-19.3505481645163	COAD
TCGA-AA-3862	-21.7670060596029	-11.9849716408959	COAD
TCGA-AA-3864	24.0168558754281	20.9778753762787	COAD
TCGA-AA-3866	-23.4322259435369	-7.6695522010281	COAD
TCGA-AA-3867	-22.1716887966638	-6.23275187294767	COAD
TCGA-AA-3869	-18.769808266706	-11.5999057820816	COAD
TCGA-AA-3870	-15.8617273727795	-10.985377223867	COAD
TCGA-AA-3872	-21.7901727742024	-8.82508541354509	COAD
TCGA-AA-3875	-17.339970984874	-10.3916583988605	COAD
TCGA-AA-3877	-10.4652479742364	-15.1205155440811	COAD
TCGA-AA-3930	-20.6488930803515	-12.4249282575137	COAD
TCGA-AA-3939	-3.64566982210961	-19.3217720805384	COAD
TCGA-AA-3941	-11.0304826309221	-9.37785164863138	COAD
TCGA-AA-3947	13.981332882779	-0.481687478055374	COAD
TCGA-AA-3949	5.24083768949072	3.88416777911131	COAD
TCGA-AA-3950	-5.69425579613454	-19.3594462305346	COAD
TCGA-AA-3952	13.445884457163	2.11599968986206	COAD
TCGA-AA-3955	-21.6894881231642	-8.20832677028456	COAD
TCGA-AA-3956	-19.117719957923	-6.76521528521648	COAD
TCGA-AA-3966	-2.23788766757151	3.74761970827777	COAD
TCGA-AA-3968	-23.6482895517295	-7.02299552441613	COAD
TCGA-AA-3970	-2.3194782415974	2.48568582937192	COAD
TCGA-AA-3971	-23.358207333728	-9.27759254159614	COAD
TCGA-AA-3972	-25.1750064037719	-10.8531856731341	COAD
TCGA-AA-3973	-26.8277542988149	-9.32594892302216	COAD
TCGA-AA-3975	-24.2005843951942	-10.1609504393461	COAD
TCGA-AA-3976	-25.6968998121296	-8.5398091673961	COAD
TCGA-AA-3977	25.0282585057241	20.9293414493848	COAD
TCGA-AA-3979	-26.9495871934974	-7.32110300094101	COAD
TCGA-AA-3980	-18.4114260254463	-8.35439487002416	COAD
TCGA-AA-3982	-20.3901677468451	-6.11012848884971	COAD
TCGA-AA-3984	4.27062933066027	2.36109746346674	COAD
TCGA-AA-3986	7.1900668101616	17.5063046415193	COAD
TCGA-AA-3989	-22.7655196943764	-13.6148720467479	COAD
TCGA-AA-3994	-14.3258414778062	-14.8722849436415	COAD
TCGA-AA-A004	17.6440769703376	-28.2080081164875	COAD
TCGA-AA-A00A	27.8537745470407	1.08205627591227	COAD
TCGA-AA-A00D	-20.7413409622165	-6.19914152821785	COAD
TCGA-AA-A00E	8.74670549178549	12.4681552963815	COAD
TCGA-AA-A00F	-24.3850272194159	-6.70819774770382	COAD
TCGA-AA-A00J	5.90554356892909	2.66865065700941	COAD
TCGA-AA-A00K	4.08944086748017	2.32081024078693	COAD
TCGA-AA-A00L	-24.7398532905803	-10.0052660456827	COAD
TCGA-AA-A00N	7.2797702720185	11.6797660650298	COAD
TCGA-AA-A00O	-20.6244025317088	-9.11002491507766	COAD
TCGA-AA-A00Q	-20.8955969703856	-10.290614337539	COAD
TCGA-AA-A00R	2.09515065636157	19.75406007747	COAD
TCGA-AA-A00U	-19.9829851661816	-6.0632119993713	COAD
TCGA-AA-A00W	-25.0486651104528	-11.3508135607736	COAD
TCGA-AA-A00Z	-23.630076070109	-13.6376181184515	COAD
TCGA-AA-A010	2.55459361954903	25.6195071904673	COAD
TCGA-AA-A017	-24.0395643202402	-10.19536462712	COAD
TCGA-AA-A01C	-23.7786608351466	-7.0704550721151	COAD
TCGA-AA-A01D	1.33303104041488	22.764749116689	COAD
TCGA-AA-A01F	-21.6498711021368	-10.0148463060975	COAD
TCGA-AA-A01G	3.77050163530019	2.1234498274475	COAD
TCGA-AA-A01I	-16.6787280428804	-6.49848158636734	COAD
TCGA-AA-A01K	7.48026690086616	-17.5610797156675	COAD
TCGA-AA-A01P	26.292739610078	10.5786491003771	COAD
TCGA-AA-A01Q	-7.50694916473793	25.2487775996413	COAD
TCGA-AA-A01R	14.7486798272489	-2.11773512557089	COAD
TCGA-AA-A01S	-18.7527892605363	-6.59649766111924	COAD
TCGA-AA-A01T	-23.4746096154321	-9.23813703602586	COAD
TCGA-AA-A01V	24.2503446225632	21.1262154992536	COAD
TCGA-AA-A01X	-10.6943985912811	-6.44382310345472	COAD
TCGA-AA-A01Z	-19.8890814981026	-6.34006611082656	COAD
TCGA-AA-A022	6.78195866967576	3.08504521156991	COAD
TCGA-AA-A024	16.8990905874521	23.5601084946514	COAD
TCGA-AA-A029	-6.41475261307201	-19.651394429851	COAD
TCGA-AA-A02E	-26.3808691877648	-8.25250269569728	COAD
TCGA-AA-A02F	-26.1794761276592	-3.54762981694419	COAD
TCGA-AA-A02H	-21.9409086582254	-10.5701516589354	COAD
TCGA-AA-A02J	-19.8694470401882	-6.19377419824722	COAD
TCGA-AA-A02K	-7.34371729961852	-5.76388657659732	COAD
TCGA-AA-A02O	-5.9630219481047	-20.0744340978829	COAD
TCGA-AA-A02R	5.77391631968638	2.59985083327443	COAD
TCGA-AA-A02W	-23.2724064637826	-5.491527816449	COAD
TCGA-AA-A02Y	-6.3342712755397	-20.1644052068283	COAD
TCGA-AA-A03F	21.518931582543	16.1138675603343	COAD
TCGA-AA-A03J	-20.9136891025738	-9.58318417319127	COAD
TCGA-AB-2802	17.1733905513273	29.9085995379994	LAML
TCGA-AB-2803	16.1434467061183	17.0726231176253	LAML
TCGA-AB-2804	19.156142895895	16.5189752501704	LAML
TCGA-AB-2805	25.0921918129084	24.2055263497108	LAML
TCGA-AB-2806	2.33204329268192	18.435814305994	LAML
TCGA-AB-2807	10.9860694023914	19.4748819849918	LAML
TCGA-AB-2808	17.5078337127333	15.3867308076473	LAML
TCGA-AB-2809	21.8974453295421	15.1322548178989	LAML
TCGA-AB-2810	19.0098818584492	15.0366954022161	LAML
TCGA-AB-2811	21.7280116799205	22.8014838349125	LAML
TCGA-AB-2812	19.0663069829033	16.5557953397287	LAML
TCGA-AB-2813	7.82923229937969	20.0762006277073	LAML
TCGA-AB-2814	13.8407747360601	22.3493640496101	LAML
TCGA-AB-2815	18.3412920715321	14.2577692831475	LAML
TCGA-AB-2816	16.6235602419585	16.6437194571326	LAML
TCGA-AB-2817	26.8203598453914	25.4971960310712	LAML
TCGA-AB-2818	16.5552941213146	18.4714021692004	LAML
TCGA-AB-2819	17.7751406714915	16.2807053621741	LAML
TCGA-AB-2820	11.0852336565158	24.0699329123746	LAML
TCGA-AB-2821	2.23634082914959	19.462134804735	LAML
TCGA-AB-2822	1.82242320584429	20.5468539120882	LAML
TCGA-AB-2823	2.34543714818982	17.8176045654029	LAML
TCGA-AB-2824	17.0113222822424	14.1943150636044	LAML
TCGA-AB-2825	18.9189083972446	15.7029469092717	LAML
TCGA-AB-2826	20.1905548635863	15.8791661721855	LAML
TCGA-AB-2827	17.0343092854684	16.1734958927473	LAML
TCGA-AB-2828	15.579851404426	26.01036094453	LAML
TCGA-AB-2829	3.68890999425085	30.475962048597	LAML
TCGA-AB-2830	11.6177864151214	23.4051717248725	LAML
TCGA-AB-2831	21.7147073785812	17.8172078646196	LAML
TCGA-AB-2832	17.5534751998035	16.6296709765499	LAML
TCGA-AB-2833	17.1644246025433	29.8941415756357	LAML
TCGA-AB-2834	18.7394939133725	14.144238249179	LAML
TCGA-AB-2835	18.5387572780106	14.92107756066	LAML
TCGA-AB-2836	15.4135575228575	14.9439568418831	LAML
TCGA-AB-2837	18.1716656566042	14.7163033298616	LAML
TCGA-AB-2838	3.88715557335873	30.5584694565633	LAML
TCGA-AB-2839	23.6251710563877	17.3908648292228	LAML
TCGA-AB-2840	18.290665505901	14.3583434191918	LAML
TCGA-AB-2841	18.4408138245036	18.0708970595364	LAML
TCGA-AB-2842	15.2814151742026	17.6884296322302	LAML
TCGA-AB-2843	17.1644088156393	29.8988654447039	LAML
TCGA-AB-2844	17.6396478992912	15.1560513063391	LAML
TCGA-AB-2845	22.0469734483286	21.8625211429733	LAML
TCGA-AB-2846	21.4515592939949	21.3295238255598	LAML
TCGA-AB-2847	17.0454583074668	29.8778348571284	LAML
TCGA-AB-2848	16.019189408733	16.3935600486784	LAML
TCGA-AB-2849	17.9707154383226	11.4523184034703	LAML
TCGA-AB-2850	17.2302860419636	19.4046928954108	LAML
TCGA-AB-2851	17.5364334292199	16.5799322830135	LAML
TCGA-AB-2853	16.0936036669723	16.2566637796415	LAML
TCGA-AB-2854	18.9448469677646	14.2581389254331	LAML
TCGA-AB-2855	18.0055424648502	11.3950483374731	LAML
TCGA-AB-2856	18.5715754260032	15.938169420027	LAML
TCGA-AB-2857	3.88309469254529	30.5151740751406	LAML
TCGA-AB-2858	14.7176105509989	19.574586634061	LAML
TCGA-AB-2859	17.8539989159074	17.1212585379893	LAML
TCGA-AB-2860	9.9470593599338	22.1438099621272	LAML
TCGA-AB-2861	1.828249618914	20.5040152835388	LAML
TCGA-AB-2862	20.5884682131582	17.487956768021	LAML
TCGA-AB-2863	1.95928013624264	21.2521835934911	LAML
TCGA-AB-2864	1.86924351606113	20.2650769530522	LAML
TCGA-AB-2865	10.9389847258263	19.7569392539434	LAML
TCGA-AB-2866	16.6929315192141	16.8570099041392	LAML
TCGA-AB-2867	19.0372493086959	17.1719120072162	LAML
TCGA-AB-2868	8.74764252829939	20.6314479611462	LAML
TCGA-AB-2869	17.0026254607902	15.4524188573485	LAML
TCGA-AB-2870	16.1885300447166	14.6997173328193	LAML
TCGA-AB-2871	15.4451474217279	14.802327674561	LAML
TCGA-AB-2872	4.81920631898654	7.16236949609265	LAML
TCGA-AB-2873	17.3585875955081	15.1661823165454	LAML
TCGA-AB-2874	26.8262460371095	25.5013673190342	LAML
TCGA-AB-2875	15.4404933171955	14.6857108101353	LAML
TCGA-AB-2876	17.1412455431169	29.8983081555705	LAML
TCGA-AB-2877	15.1392723245564	15.2991868699035	LAML
TCGA-AB-2878	3.74940119962642	30.5007616838864	LAML
TCGA-AB-2879	17.1085389355222	17.023870352961	LAML
TCGA-AB-2880	19.0122757709592	15.0050956263789	LAML
TCGA-AB-2881	15.5620355691223	15.3919870310418	LAML
TCGA-AB-2882	26.7746372766129	25.4565165913622	LAML
TCGA-AB-2883	-12.3081402124512	-4.29342749250577	LAML
TCGA-AB-2884	15.7757410272035	16.1107267931529	LAML
TCGA-AB-2885	17.6911686885688	-25.3675296465658	LAML
TCGA-AB-2886	5.02194642342138	7.12562312769088	LAML
TCGA-AB-2887	25.7994451612813	24.4228899502632	LAML
TCGA-AB-2888	15.6961927632065	15.2253172169328	LAML
TCGA-AB-2889	16.1772731764256	15.0531688050237	LAML
TCGA-AB-2890	0.804516618366564	25.6195074345521	LAML
TCGA-AB-2891	17.1716310773687	29.9060202585702	LAML
TCGA-AB-2892	15.8304308134367	14.452193453773	LAML
TCGA-AB-2893	15.3434978676978	14.5712911882985	LAML
TCGA-AB-2894	26.7877699415987	25.4647821249506	LAML
TCGA-AB-2895	15.2067344416699	15.0026069060969	LAML
TCGA-AB-2896	15.4347337813977	15.2514660590833	LAML
TCGA-AB-2897	16.0859206714054	14.6426844987189	LAML
TCGA-AB-2898	1.85339838465123	20.3114127243302	LAML
TCGA-AB-2899	30.4383507770661	11.8048453155307	LAML
TCGA-AB-2900	17.0413072890922	14.9467747475567	LAML
TCGA-AB-2901	3.73133974417244	21.660116399468	LAML
TCGA-AB-2903	16.5256773863897	17.0453592022599	LAML
TCGA-AB-2904	6.65887316524485	29.0158270664191	LAML
TCGA-AB-2905	17.1796833419232	16.0764244381166	LAML
TCGA-AB-2906	16.6529631935285	14.8665429730401	LAML
TCGA-AB-2907	15.356066351706	15.105728787008	LAML
TCGA-AB-2908	30.8948253662092	-3.49483562839897	LAML
TCGA-AB-2909	22.0451706474829	14.9696014863615	LAML
TCGA-AB-2910	4.62237802522575	11.0211933506737	LAML
TCGA-AB-2911	16.3118391344372	15.0028085885411	LAML
TCGA-AB-2912	1.77868528184268	20.3524234065908	LAML
TCGA-AB-2913	1.8095669451788	20.4849707439611	LAML
TCGA-AB-2914	23.2260887445211	25.3892393745561	LAML
TCGA-AB-2915	19.2890515186164	-4.86816589008004	LAML
TCGA-AB-2916	11.2843912819661	23.8731830454397	LAML
TCGA-AB-2917	28.2744593351455	18.2881870494128	LAML
TCGA-AB-2918	1.82439181082024	20.536589638856	LAML
TCGA-AB-2919	16.4394140980717	15.280886170497	LAML
TCGA-AB-2920	3.87669587693112	30.54784949379	LAML
TCGA-AB-2921	14.2715154850728	15.5581226525714	LAML
TCGA-AB-2922	16.102460575762	14.9137406704751	LAML
TCGA-AB-2923	25.4528833642843	24.3317712532311	LAML
TCGA-AB-2924	16.0613015060284	14.9031415524015	LAML
TCGA-AB-2925	17.5321590637129	14.1152367790003	LAML
TCGA-AB-2926	1.81937277035564	20.4357168146347	LAML
TCGA-AB-2927	15.062473702719	14.5200769427946	LAML
TCGA-AB-2928	26.8310621111993	25.5060672269479	LAML
TCGA-AB-2929	26.8036679211921	25.4875272703458	LAML
TCGA-AB-2930	16.9206395053583	15.4373474688049	LAML
TCGA-AB-2931	16.0903943741724	15.2560922746955	LAML
TCGA-AB-2932	16.0774053573634	14.231597220609	LAML
TCGA-AB-2933	28.3755933289331	18.3967794225899	LAML
TCGA-AB-2934	16.1897967093107	14.9452845161212	LAML
TCGA-AB-2935	10.2009318308953	22.1698246531661	LAML
TCGA-AB-2936	15.6996055348383	13.6795650759551	LAML
TCGA-AB-2937	16.2966590659275	14.5183955499908	LAML
TCGA-AB-2938	10.846251839075	19.5376184830866	LAML
TCGA-AB-2939	31.3456229318715	0.0582985737194197	LAML
TCGA-AB-2940	11.143377542024	19.2701845475121	LAML
TCGA-AB-2941	5.81754699949439	9.07488671043823	LAML
TCGA-AB-2942	16.1058858198699	15.3037966633068	LAML
TCGA-AB-2943	11.1177015523199	24.0149290565971	LAML
TCGA-AB-2944	26.8080571987694	25.4849478981148	LAML
TCGA-AB-2945	17.7863956113459	11.711909207311	LAML
TCGA-AB-2946	22.1451626059558	9.03857522123917	LAML
TCGA-AB-2947	15.8024352236072	15.3911232891805	LAML
TCGA-AB-2948	17.3854854279998	14.3155471164649	LAML
TCGA-AB-2949	4.52879378672107	17.1422927241519	LAML
TCGA-AB-2950	17.4319583836092	14.9566780817211	LAML
TCGA-AB-2952	3.83762258885079	30.5475709143628	LAML
TCGA-AB-2954	21.8556811146033	3.60750035630494	LAML
TCGA-AB-2955	19.1209053485714	14.9789836967544	LAML
TCGA-AB-2956	20.934223339574	13.0183070064636	LAML
TCGA-AB-2957	18.282888363641	14.2466997441448	LAML
TCGA-AB-2959	8.31403421161007	17.7885528195552	LAML
TCGA-AB-2963	18.0899818936225	15.4844419911824	LAML
TCGA-AB-2964	16.8240304222076	16.013705046599	LAML
TCGA-AB-2965	17.33426743716	15.081733361978	LAML
TCGA-AB-2966	14.7387768115687	16.5203544851666	LAML
TCGA-AB-2967	16.896010512381	14.055456184106	LAML
TCGA-AB-2968	16.9125280456086	14.858919065095	LAML
TCGA-AB-2969	18.5154989247316	14.4897240771607	LAML
TCGA-AB-2970	18.2867861950878	14.384623301275	LAML
TCGA-AB-2971	10.9406841804318	17.2450217319625	LAML
TCGA-AB-2972	16.0035316201213	16.229110315559	LAML
TCGA-AB-2973	16.0790938697342	17.1880012444299	LAML
TCGA-AB-2974	16.1498942735737	14.8965589911926	LAML
TCGA-AB-2975	16.0577633793111	15.4726987870401	LAML
TCGA-AB-2976	17.5081926374944	14.4810746440958	LAML
TCGA-AB-2977	14.9520397218955	15.8990243837779	LAML
TCGA-AB-2978	18.0692342826268	14.503680469406	LAML
TCGA-AB-2979	16.6640643948239	16.7924784924895	LAML
TCGA-AB-2980	18.5637565869985	14.3091245690663	LAML
TCGA-AB-2981	14.0353778862245	15.3400504706391	LAML
TCGA-AB-2982	15.6079474436807	9.97970032729108	LAML
TCGA-AB-2983	16.6299952597623	15.9295356441072	LAML
TCGA-AB-2984	16.9214624047532	17.3064688745615	LAML
TCGA-AB-2985	17.9225175291968	14.5570850567208	LAML
TCGA-AB-2986	16.5456202547369	17.9604417657335	LAML
TCGA-AB-2987	15.3302415400084	15.141368681146	LAML
TCGA-AB-2988	19.020506328503	17.2841825383221	LAML
TCGA-AB-2989	16.3200019796565	15.2516875539323	LAML
TCGA-AB-2990	19.9282066436543	15.7401453619322	LAML
TCGA-AB-2991	5.13149523215593	16.7891875862282	LAML
TCGA-AB-2992	17.5867341293259	17.7993276057042	LAML
TCGA-AB-2993	20.7350640215829	17.3704683953015	LAML
TCGA-AB-2994	21.5735672188903	17.3753566908459	LAML
