feature_1	feature_2	project
TCGA-JW-A5VG	13.9150274605995	-14.9206361817669	CESC
TCGA-JW-A5VH	6.42980398946806	-22.0460617971054	CESC
TCGA-JW-A5VI	18.2358618677123	-18.3938308416796	CESC
TCGA-JW-A5VJ	18.811572297429	-17.02489059482	CESC
TCGA-JW-A5VK	19.2599735181199	-17.7192114420039	CESC
TCGA-JW-A5VL	15.8893376479876	-16.1955056399809	CESC
TCGA-JW-A69B	20.6060521089412	-24.7296796699089	CESC
TCGA-JW-A852	15.9874009900934	-14.0535818253608	CESC
TCGA-JW-AAVH	15.5509804132877	-16.7442092910655	CESC
TCGA-JX-A3PZ	11.119760801018	-13.0035793647955	CESC
TCGA-JX-A3Q0	15.8416734656564	-12.2743567376806	CESC
TCGA-JX-A3Q8	21.7486596125607	-23.8951158539367	CESC
TCGA-JX-A5QV	18.8273073273733	-17.1933147933078	CESC
TCGA-LP-A4AU	23.2677538433475	-12.1471997182988	CESC
TCGA-LP-A4AV	15.358390233185	-13.4391059650455	CESC
TCGA-LP-A4AW	16.5776375780774	-17.7433218142567	CESC
TCGA-LP-A4AX	14.5662589188243	-13.7873674669061	CESC
TCGA-LP-A5U2	19.8366044660976	-19.9625760570598	CESC
TCGA-LP-A5U3	18.9147159882123	-18.8822901636493	CESC
TCGA-LP-A7HU	19.689966769558	-23.5420923632069	CESC
TCGA-MA-AA3W	16.4044761275568	-17.522261522283	CESC
TCGA-MA-AA3X	15.7473628725539	-12.1461500222905	CESC
TCGA-MA-AA3Y	23.153700276695	-11.5277604362639	CESC
TCGA-MA-AA3Z	15.1426066110206	-17.3782320498831	CESC
TCGA-MA-AA41	18.2030592907733	-19.7246246009995	CESC
TCGA-MA-AA42	18.3594094456297	-16.2169318396205	CESC
TCGA-MA-AA43	17.1853431168403	-18.1138382281504	CESC
TCGA-MU-A51Y	17.4679229549582	-17.7535649858747	CESC
TCGA-MU-A5YI	17.0900694542169	-13.8313092723276	CESC
TCGA-MU-A8JM	19.7916865214733	-18.8972139994073	CESC
TCGA-MY-A5BD	19.714603600129	-23.254946658752	CESC
TCGA-MY-A5BE	23.6583081872233	-15.5393452982192	CESC
TCGA-MY-A5BF	19.7646089688552	-19.8446693309815	CESC
TCGA-MY-A913	23.0842168345537	-12.2134254756995	CESC
TCGA-PN-A8MA	15.8837856061741	-21.9020365675684	CESC
TCGA-Q1-A5R1	19.9125245663318	-24.7293110880887	CESC
TCGA-Q1-A5R2	19.1818669322641	-17.5794418334561	CESC
TCGA-Q1-A5R3	24.2490431911754	-17.4187544379889	CESC
TCGA-Q1-A6DT	14.9229002894228	-15.6367894501843	CESC
TCGA-Q1-A6DV	19.9015885898892	-24.4531780872708	CESC
TCGA-Q1-A6DW	19.0589525177103	-18.7521508677001	CESC
TCGA-Q1-A73O	19.1956638859228	-16.5760886510469	CESC
TCGA-Q1-A73P	20.2529028503232	-24.7199811808548	CESC
TCGA-Q1-A73Q	18.0151043076905	-19.0797129624948	CESC
TCGA-Q1-A73R	19.7737373854494	-23.6498301086442	CESC
TCGA-Q1-A73S	13.2893827532557	-5.93914087122751	CESC
TCGA-R2-A69V	14.9318771063124	-14.4305638607022	CESC
TCGA-RA-A741	16.5366803209769	-17.6941398609871	CESC
TCGA-UC-A7PD	23.1741560343449	-12.1843278249681	CESC
TCGA-UC-A7PF	17.7101665041852	-17.045428687981	CESC
TCGA-UC-A7PG	19.9397663679581	-16.7592230639934	CESC
TCGA-UC-A7PI	20.4448460469024	-24.5009371656531	CESC
TCGA-VS-A8EB	19.1096167035015	-19.9052361907	CESC
TCGA-VS-A8EC	14.9034301143337	-3.29042651352517	CESC
TCGA-VS-A8EG	21.0760448880222	-18.3257154298577	CESC
TCGA-VS-A8EH	18.1879009706868	-19.5073577451094	CESC
TCGA-VS-A8EI	17.2150062354949	-17.5281411654536	CESC
TCGA-VS-A8EJ	3.89515820674232	-27.7986121432981	CESC
TCGA-VS-A8EK	18.8407073333417	-18.4305157714892	CESC
TCGA-VS-A8EL	22.4870794479633	-11.5525629318358	CESC
TCGA-VS-A8Q8	17.1446921492092	-18.8324124589647	CESC
TCGA-VS-A8Q9	18.3858484987207	-19.4887118284659	CESC
TCGA-VS-A8QA	21.2611173776822	-24.1205333849391	CESC
TCGA-VS-A8QC	19.8442564676467	-17.9658822881952	CESC
TCGA-VS-A8QF	18.9791487889977	-18.7047716894591	CESC
TCGA-VS-A8QH	41.0284519639564	-8.09936263469407	CESC
TCGA-VS-A8QM	17.1771580733342	-17.5561185464808	CESC
TCGA-VS-A94W	17.7225974597251	-16.867729151895	CESC
TCGA-VS-A94X	11.9209358356666	-14.8777468163867	CESC
TCGA-VS-A94Y	12.2095489939628	-15.0413145033661	CESC
TCGA-VS-A94Z	17.3105147472564	-16.9198849202144	CESC
TCGA-VS-A950	15.0071317457033	-15.9974268836732	CESC
TCGA-VS-A952	20.0486757082026	-24.5754817396298	CESC
TCGA-VS-A953	23.7526664602244	-8.81616780010443	CESC
TCGA-VS-A954	19.53628867074	-19.6525620632755	CESC
TCGA-VS-A957	13.3106817373143	-18.559040859383	CESC
TCGA-VS-A958	14.4655197819891	-17.2852239337305	CESC
TCGA-VS-A959	14.1303191098505	-17.8401053952366	CESC
TCGA-VS-A9U5	13.9593795228942	-18.4431040416626	CESC
TCGA-VS-A9U6	16.7334910038284	-19.9667381254192	CESC
TCGA-VS-A9U7	21.3666597108951	-17.9632799542964	CESC
TCGA-VS-A9UB	14.0886693944369	-17.1793925825114	CESC
TCGA-VS-A9UC	16.1965862642621	-18.3555465724735	CESC
TCGA-VS-A9UD	13.8409299742392	-18.5881788787122	CESC
TCGA-VS-A9UH	14.8706492141776	-14.379698676567	CESC
TCGA-VS-A9UI	14.0868975871029	-17.1181948402819	CESC
TCGA-VS-A9UJ	10.6034398445748	-34.9862287011478	CESC
TCGA-VS-A9UL	16.3856833495841	-21.7132271837835	CESC
TCGA-VS-A9UM	15.5586379489429	-16.8129777139657	CESC
TCGA-VS-A9UO	22.2146661190224	-23.1076257416248	CESC
TCGA-VS-A9UP	7.18530936892545	-2.24866871116328	CESC
TCGA-VS-A9UQ	19.9498844848435	-24.6247361870093	CESC
TCGA-VS-A9UR	19.692959722703	-24.8358573130551	CESC
TCGA-VS-A9UT	4.76904256785382	-2.03496052695274	CESC
TCGA-VS-A9UU	13.9998758242419	-17.989642377268	CESC
TCGA-VS-A9UV	18.691593832002	-20.7690508008895	CESC
TCGA-VS-A9UY	15.7644574381299	-16.4881545851669	CESC
TCGA-VS-A9UZ	19.711035500229	-25.0526192892963	CESC
TCGA-VS-A9V0	8.16681594010292	-34.8634629165325	CESC
TCGA-VS-A9V1	13.79251259001	-19.3888072586402	CESC
TCGA-VS-A9V2	14.6919845436256	-17.7946672417965	CESC
TCGA-VS-A9V3	14.4518767426749	-17.9811894103407	CESC
TCGA-VS-A9V4	34.5542862598212	-11.8273001969578	CESC
TCGA-VS-A9V5	19.8350028984524	-24.7451146047021	CESC
TCGA-VS-AA62	14.5868230962342	-14.5651191063218	CESC
TCGA-WL-A834	18.6017119586711	-19.0848563213004	CESC
TCGA-XS-A8TJ	17.1580409718645	-17.7008023438931	CESC
TCGA-ZJ-A8QO	18.8591333116726	-15.2885040986648	CESC
TCGA-ZJ-A8QQ	24.7966747369035	-13.6057848669419	CESC
TCGA-ZJ-A8QR	14.9616206525348	-16.1373148737498	CESC
TCGA-ZJ-AAX4	14.4215013209747	-18.1120434751505	CESC
TCGA-ZJ-AAX8	17.3518304443122	-17.3506615517722	CESC
TCGA-ZJ-AAXA	14.9962009549369	-11.1140055272804	CESC
TCGA-ZJ-AAXB	6.01326515281008	-19.3297039276473	CESC
TCGA-ZJ-AAXD	13.3953152650497	-18.3589408654626	CESC
TCGA-ZJ-AAXF	13.7258971800727	-17.826124521539	CESC
TCGA-ZJ-AAXI	19.8425615330294	-17.4802771013122	CESC
TCGA-ZJ-AAXJ	15.901239862098	-14.794386167758	CESC
TCGA-ZJ-AAXN	23.9062678791685	-13.0407978439371	CESC
TCGA-ZJ-AAXT	18.6370087603455	-16.4667529514863	CESC
TCGA-ZJ-AAXU	22.1304909013942	-16.3496140713723	CESC
TCGA-ZJ-AB0H	14.669607145828	-17.3966728154366	CESC
TCGA-ZJ-AB0I	14.8642464892078	-16.1110538343829	CESC
TCGA-ZX-AA5X	13.5877740711816	-18.0320867528583	CESC
TCGA-3X-AAV9	-0.464790032611162	13.3381203772061	CHOL
TCGA-3X-AAVA	6.72530431247173	20.124359968519	CHOL
TCGA-3X-AAVB	2.73289142175965	15.6203493125636	CHOL
TCGA-3X-AAVC	4.8413626272613	14.178502098943	CHOL
TCGA-3X-AAVE	6.86544002862017	19.0460671384913	CHOL
TCGA-4G-AAZO	7.24029752119563	18.4796259936319	CHOL
TCGA-4G-AAZT	7.30298885216183	19.9067973128221	CHOL
TCGA-W5-AA2G	6.55901564153148	19.6032356810023	CHOL
TCGA-W5-AA2H	-3.94096963208138	9.09909715944584	CHOL
TCGA-W5-AA2I	7.2415882143952	20.0169766882294	CHOL
TCGA-W5-AA2O	6.13947413970919	19.5341630607809	CHOL
TCGA-W5-AA2Q	6.73930990757364	18.0998470314379	CHOL
TCGA-W5-AA2R	6.90733551933202	19.0183995715474	CHOL
TCGA-W5-AA2T	7.59814932893386	19.2885123579866	CHOL
TCGA-W5-AA2U	7.3746845360298	19.3999539221537	CHOL
TCGA-W5-AA2W	7.17251812398933	18.589645556397	CHOL
TCGA-W5-AA2X	6.21777737749998	-0.630258797607263	CHOL
TCGA-W5-AA2Z	7.08886771666661	18.9492222575071	CHOL
TCGA-W5-AA30	7.10470117957665	19.0115572114239	CHOL
TCGA-W5-AA31	4.87515410568929	18.2425999544239	CHOL
TCGA-W5-AA33	6.93828665893816	19.0141053694866	CHOL
TCGA-W5-AA34	7.03920755837639	19.4062371219828	CHOL
TCGA-W5-AA36	6.72375356819165	20.077554651261	CHOL
TCGA-W5-AA38	7.01289243355315	19.4349730447626	CHOL
TCGA-W5-AA39	12.083483834281	22.2922624975906	CHOL
TCGA-W6-AA0S	6.52783788651401	19.7676087574684	CHOL
TCGA-WD-A7RX	7.06783089311837	19.4132683015908	CHOL
TCGA-YR-A95A	7.04499611483824	19.9885116408668	CHOL
TCGA-ZD-A8I3	7.13731516463428	19.0558939745435	CHOL
TCGA-ZH-A8Y1	6.9478885680648	18.3147327765441	CHOL
TCGA-ZH-A8Y2	7.39384385611553	25.2047929614143	CHOL
TCGA-ZH-A8Y4	7.47287870835201	19.3057790628132	CHOL
TCGA-ZH-A8Y5	6.46461012321909	17.8257198380826	CHOL
TCGA-ZH-A8Y6	0.0273875668381123	14.6716272870096	CHOL
TCGA-ZH-A8Y8	-0.389028026392716	13.7629028490147	CHOL
TCGA-ZU-A8S4	-2.35010947684007	8.62566295965482	CHOL
TCGA-3L-AA1B	43.1168473579046	-12.0594418338949	COAD
TCGA-4N-A93T	43.7013413797406	-10.176352404331	COAD
TCGA-4T-AA8H	47.4041620697728	-11.6656611173206	COAD
TCGA-5M-AAT4	43.1320783969879	-7.60411267469502	COAD
TCGA-5M-AAT6	3.14447206118202	-0.786557810099568	COAD
TCGA-5M-AATE	39.5280798055475	-12.085692380199	COAD
TCGA-A6-2671	36.6510123009318	-13.5254106301626	COAD
TCGA-A6-2675	41.4264681479989	-12.2925656431792	COAD
TCGA-A6-2677	-26.9649772044386	-16.3120615093757	COAD
TCGA-A6-2679	35.2857217857772	-14.2505238514866	COAD
TCGA-A6-2680	36.6616328989457	-13.4876619151326	COAD
TCGA-A6-2681	36.3521563755302	-13.2823933079025	COAD
TCGA-A6-2682	35.3722755188981	-14.1596980918576	COAD
TCGA-A6-2684	-27.3086149372002	-16.1014836073933	COAD
TCGA-A6-2685	35.5536025872722	-13.1761272551059	COAD
TCGA-A6-2686	40.6492437241963	-5.15770932235138	COAD
TCGA-A6-3809	-27.4816163256181	-16.6216962465579	COAD
TCGA-A6-3810	-26.8461419383254	-16.0401084493181	COAD
TCGA-A6-4105	41.1179858325657	-9.85647353172818	COAD
TCGA-A6-4107	36.7295653021667	-12.5304945612035	COAD
TCGA-A6-5656	-26.6385791437664	-16.0688100395991	COAD
TCGA-A6-5657	37.1726583140068	-7.1423953613393	COAD
TCGA-A6-5659	-27.2050223758674	-16.5891602630873	COAD
TCGA-A6-5660	44.8900243395857	-11.2805342343029	COAD
TCGA-A6-5661	-27.5582919734126	-16.8764255277112	COAD
TCGA-A6-5662	43.210472861276	-9.85236227400553	COAD
TCGA-A6-5664	38.2273445597953	-3.79172657373353	COAD
TCGA-A6-5665	-27.4915640391593	-16.5854932228573	COAD
TCGA-A6-5666	46.7002018377119	-10.5647283145622	COAD
TCGA-A6-5667	43.1033760260596	-11.6285904308598	COAD
TCGA-A6-6137	43.5778203839585	-11.8686747944172	COAD
TCGA-A6-6138	41.1387783172682	-9.29846038041799	COAD
TCGA-A6-6140	42.6105614749742	-10.5254848797767	COAD
TCGA-A6-6141	39.295906527591	-9.0899759247894	COAD
TCGA-A6-6142	42.5011406171623	-13.7089829157335	COAD
TCGA-A6-6648	44.9611910588198	-7.84348642483557	COAD
TCGA-A6-6649	39.3209770996132	-6.73287734379061	COAD
TCGA-A6-6650	-27.0485734102257	-16.3907598614501	COAD
TCGA-A6-6651	36.6498753476135	-7.92878852734394	COAD
TCGA-A6-6652	45.9472928952878	-9.23396623543224	COAD
TCGA-A6-6653	39.3596732001686	-5.19497639224485	COAD
TCGA-A6-6654	36.9144108742884	-8.03208755013283	COAD
TCGA-A6-6780	-27.2887505238654	-16.2491883245488	COAD
TCGA-A6-6781	-27.5548381264703	-16.028950758721	COAD
TCGA-A6-6782	43.6652233129817	-9.94170997462152	COAD
TCGA-A6-A565	6.56523544023749	13.4197707503532	COAD
TCGA-A6-A566	38.4628537411093	-8.77837087417133	COAD
TCGA-A6-A567	39.1768818841081	-13.3727185901342	COAD
TCGA-A6-A56B	38.8932796803881	-13.4434727196065	COAD
TCGA-A6-A5ZU	38.9260215761156	-13.4255445354535	COAD
TCGA-AA-3488	36.8585299118083	-13.4056304981927	COAD
TCGA-AA-3489	37.0842676328628	-6.85684588788818	COAD
TCGA-AA-3492	36.0716094433505	-12.5633564233781	COAD
TCGA-AA-3494	37.1558556134375	-13.4631047186959	COAD
TCGA-AA-3495	36.4443312749073	-13.4959505840633	COAD
TCGA-AA-3496	44.9711826900368	-9.74777957684536	COAD
TCGA-AA-3502	36.2029131673671	-13.4975734505093	COAD
TCGA-AA-3506	35.3695347606693	-14.1863203815586	COAD
TCGA-AA-3509	36.7285890191599	-13.6383252519192	COAD
TCGA-AA-3510	36.2472192083496	-12.9102649287867	COAD
TCGA-AA-3511	43.6495627504438	-10.3776765199058	COAD
TCGA-AA-3655	39.8423167301877	-9.70268392194229	COAD
TCGA-AA-3660	41.6480834818377	-10.075366536174	COAD
TCGA-AA-3662	45.9789824710318	-12.0943922122345	COAD
TCGA-AA-3663	40.2139203164564	-5.54819454365794	COAD
TCGA-AA-3697	39.2281766476337	-12.0855919567067	COAD
TCGA-AA-3712	42.4500843388076	-10.1542107915437	COAD
TCGA-AA-3713	41.2807743211756	-5.76040578700035	COAD
TCGA-AD-5900	38.5808726933664	-6.25096829684751	COAD
TCGA-AD-6548	43.5992290637892	-12.4682194188598	COAD
TCGA-AD-6888	46.1145417504117	-9.1353471499808	COAD
TCGA-AD-6889	39.4014614864631	-5.19772519383939	COAD
TCGA-AD-6890	40.0356320396072	-10.5070355213525	COAD
TCGA-AD-6895	38.9867631128902	-6.26206795905567	COAD
TCGA-AD-6899	43.3792730119454	-9.10377700434635	COAD
TCGA-AD-6901	40.9817193076468	-12.1395142140198	COAD
TCGA-AD-6963	44.3799823248466	-9.50878901184342	COAD
TCGA-AD-6964	3.15884548937321	-0.491624031192415	COAD
TCGA-AD-6965	46.7751879461569	-11.4426508537777	COAD
TCGA-AD-A5EJ	39.4032367789063	-5.33901458418796	COAD
TCGA-AD-A5EK	44.0494273674327	-7.96905889146063	COAD
TCGA-AM-5820	43.0558975370022	-12.250905236208	COAD
TCGA-AM-5821	40.8808500356741	-4.96400333293357	COAD
TCGA-AU-3779	41.2077861884594	-10.7898953353768	COAD
TCGA-AU-6004	38.8840179682289	-6.34622400671861	COAD
TCGA-AY-5543	45.0138777557296	-8.91162269808874	COAD
TCGA-AY-6196	3.37666763862934	12.6394724799081	COAD
TCGA-AY-6197	40.4328883132342	-5.53442099459143	COAD
TCGA-AY-6386	40.4887982438583	-6.64644795684305	COAD
TCGA-AY-A54L	46.3792763101476	-11.268250103685	COAD
TCGA-AY-A69D	42.4978387159935	-8.03034283465069	COAD
TCGA-AY-A71X	43.1995241951217	-5.5748825714478	COAD
TCGA-AY-A8YK	44.8719134411355	-10.6030002973803	COAD
TCGA-AZ-4308	36.4522394082368	-13.4592543003658	COAD
TCGA-AZ-4313	35.4643734555313	-13.779359206452	COAD
TCGA-AZ-4315	36.1262862090952	-13.0795646803255	COAD
TCGA-AZ-4323	-2.89765254928644	10.4152607220011	COAD
TCGA-AZ-4614	36.8981235032826	-12.8688793862314	COAD
TCGA-AZ-4615	36.0200939087733	-12.2931530574416	COAD
TCGA-AZ-4616	39.0719434085294	-7.61241014051403	COAD
TCGA-AZ-4682	46.2833068526236	-8.87188492221179	COAD
TCGA-AZ-4684	37.0084921335812	-13.4189557251514	COAD
TCGA-AZ-5403	42.1843328831985	-13.6061743302146	COAD
TCGA-AZ-5407	40.4739717572419	-6.69735087992626	COAD
TCGA-AZ-6598	39.4927420298038	-5.18954091265152	COAD
TCGA-AZ-6599	43.2877573752747	-5.32969331705515	COAD
TCGA-AZ-6600	42.0467673283372	-8.67998648885069	COAD
TCGA-AZ-6601	38.6502267436636	-6.53955524434903	COAD
TCGA-AZ-6603	44.6913080468688	-10.6039453888856	COAD
TCGA-AZ-6605	41.1597776225585	-9.45842686652912	COAD
TCGA-AZ-6606	40.1140326337495	-5.10438617926019	COAD
TCGA-AZ-6607	4.8395350232469	16.6016969801179	COAD
TCGA-AZ-6608	45.662113889055	-10.0351628797062	COAD
TCGA-CA-5254	40.7227701129362	-4.60521889168191	COAD
TCGA-CA-5255	38.3107130289202	-3.8710860632966	COAD
TCGA-CA-5256	36.8947634119854	-12.9423565777161	COAD
TCGA-CA-5796	38.5172155465129	-10.1019399122422	COAD
TCGA-CA-5797	44.3339507758465	-13.764762154509	COAD
TCGA-CA-6715	46.3017839693293	-9.22760617139011	COAD
TCGA-CA-6716	42.4675843200783	-8.45792255313939	COAD
TCGA-CA-6717	37.3179600613533	-7.59035710160754	COAD
TCGA-CA-6718	38.5285177252342	-6.2722202562819	COAD
TCGA-CA-6719	42.5660126898557	-12.7879286846133	COAD
TCGA-CK-4947	41.0295120725883	-7.79966847983671	COAD
TCGA-CK-4948	44.1614971681421	-13.5328078955953	COAD
TCGA-CK-4950	41.7997264814864	-7.10940307996946	COAD
TCGA-CK-4951	36.0047870089874	-12.2280093423976	COAD
TCGA-CK-4952	41.3714610054166	-5.00846017464314	COAD
TCGA-CK-5912	46.7500537160428	-10.2035941233314	COAD
TCGA-CK-5913	40.8223162920932	-5.25452257011843	COAD
TCGA-CK-5914	45.9966193624816	-7.69768119112507	COAD
TCGA-CK-5915	40.9890348280411	-6.91478008854503	COAD
TCGA-CK-5916	38.7301551788653	-6.09739298120603	COAD
TCGA-CK-6746	40.8943256248295	-5.28771856669342	COAD
TCGA-CK-6747	42.3042308667933	-6.67723651040814	COAD
TCGA-CK-6748	42.9960482938116	-9.25553178550554	COAD
TCGA-CK-6751	40.6231130246069	-6.13103503391035	COAD
TCGA-CM-4743	38.9247739897699	-6.86848872976517	COAD
TCGA-CM-4744	41.5902265845932	-5.08932379315797	COAD
TCGA-CM-4746	36.4199727819914	-13.1736304790889	COAD
TCGA-CM-4747	36.041208552897	-13.4762584625691	COAD
TCGA-CM-4748	35.0185191604996	-14.491783489102	COAD
TCGA-CM-4750	36.939731361478	-13.1937044674018	COAD
TCGA-CM-4751	40.2975317881114	-7.34502381001978	COAD
TCGA-CM-4752	37.2005607887134	-13.2236971015407	COAD
TCGA-CM-5341	36.9177154183124	-12.3742354419489	COAD
TCGA-CM-5344	41.9007637320698	-11.3115831550212	COAD
TCGA-CM-5348	43.3210693363372	-13.6540635664704	COAD
TCGA-CM-5349	37.6804571855431	-8.39544998294432	COAD
TCGA-CM-5860	41.3015526994846	-12.818091021759	COAD
TCGA-CM-5861	38.1243082746517	-10.0916684734486	COAD
TCGA-CM-5862	46.5043736117726	-11.9836057960736	COAD
TCGA-CM-5863	39.8225655461582	-7.81100610979672	COAD
TCGA-CM-5864	46.7338465903677	-11.6113246844739	COAD
TCGA-CM-5868	44.2421397556495	-10.3849753610753	COAD
TCGA-CM-6161	42.8864567809766	-11.9138025859906	COAD
TCGA-CM-6162	38.0332934246461	-8.07786333962098	COAD
TCGA-CM-6163	42.0049862839542	-9.17558261552762	COAD
TCGA-CM-6164	44.2441196123461	-9.78702123983769	COAD
TCGA-CM-6165	40.7818466994628	-9.66782119527486	COAD
TCGA-CM-6166	41.0667961870065	-11.1240852062862	COAD
TCGA-CM-6167	36.6689072879549	-8.0730847933153	COAD
TCGA-CM-6168	37.4779442804362	-7.8027651488753	COAD
TCGA-CM-6169	38.9235635430813	-13.362521336292	COAD
TCGA-CM-6170	44.0009799891872	-10.535949630901	COAD
TCGA-CM-6171	39.2313701093233	-5.56105165117899	COAD
TCGA-CM-6172	40.5931139001722	-9.11578349825954	COAD
TCGA-CM-6674	37.505003497421	-7.96280372582504	COAD
TCGA-CM-6675	43.2755074818195	-4.97624570924445	COAD
TCGA-CM-6676	43.4298582178037	-11.4549636868596	COAD
TCGA-CM-6677	42.1236211591688	-12.4552922836495	COAD
TCGA-CM-6678	42.3181273367746	-7.9872104668724	COAD
TCGA-CM-6679	43.6106775630893	-10.7607991115768	COAD
TCGA-CM-6680	43.3876371447646	-12.1828448950312	COAD
TCGA-D5-5537	41.3676186423015	-10.5199641730353	COAD
TCGA-D5-5538	44.3099535748689	-13.2424124141863	COAD
TCGA-D5-5539	42.0076266477811	-9.24675434067254	COAD
TCGA-D5-5540	41.2397320006048	-10.4312857074691	COAD
TCGA-D5-5541	44.7486136440487	-10.1152825607119	COAD
TCGA-D5-6529	39.3624106364051	-7.25663414078776	COAD
TCGA-D5-6530	39.5489616075541	-8.82259044051423	COAD
TCGA-D5-6531	40.7340941171781	-5.9044103055604	COAD
TCGA-D5-6532	46.0973045050676	-9.91970423336988	COAD
TCGA-D5-6533	41.9346546168207	-11.8226292290858	COAD
TCGA-D5-6534	36.9957352045607	-7.01880178515883	COAD
TCGA-D5-6535	41.062383593679	-9.78887561115843	COAD
TCGA-D5-6536	40.6982270533729	-10.5952776949536	COAD
TCGA-D5-6537	46.6903334065618	-10.0995757552927	COAD
TCGA-D5-6538	43.0948858983419	-5.69361628070348	COAD
TCGA-D5-6539	40.6106799496846	-8.86425727940844	COAD
TCGA-D5-6540	40.1039963170871	-5.53530477473416	COAD
TCGA-D5-6541	45.093093413351	-6.48137982236113	COAD
TCGA-D5-6898	44.1027187250166	-11.7745702346796	COAD
TCGA-D5-6920	41.3749249541523	-7.833386293218	COAD
TCGA-D5-6922	44.3817701266131	-12.0674866597141	COAD
TCGA-D5-6923	44.4320577070331	-8.87985777292571	COAD
TCGA-D5-6924	40.1777761483128	-11.611361441003	COAD
TCGA-D5-6926	43.5581646439365	-11.6032578768079	COAD
TCGA-D5-6927	38.7060876891025	-8.89389642851778	COAD
TCGA-D5-6928	10.577000192135	4.8958816906199	COAD
TCGA-D5-6929	42.0172616821271	-11.7997159199427	COAD
TCGA-D5-6930	38.5945184248908	-6.50640690484713	COAD
TCGA-D5-6931	40.6925082270314	-6.6592406764505	COAD
TCGA-D5-6932	45.1473858817391	-9.24081875498792	COAD
TCGA-D5-7000	41.3363632914538	-6.51445840479847	COAD
TCGA-DM-A0X9	42.5995061684739	-5.99099615489827	COAD
TCGA-DM-A0XD	41.7748077539662	-5.95385994628796	COAD
TCGA-DM-A0XF	44.6233832321718	-9.11648321903533	COAD
TCGA-DM-A1D0	45.1659932818744	-8.4608431649294	COAD
TCGA-DM-A1D4	43.8797620787352	-6.73603650438981	COAD
TCGA-DM-A1D6	44.2067341499139	-6.92775181553609	COAD
TCGA-DM-A1D7	43.5248987658011	-8.37907771754082	COAD
TCGA-DM-A1D8	44.0889825832621	-7.54737724017715	COAD
TCGA-DM-A1D9	44.2725758246281	-7.76944603295996	COAD
TCGA-DM-A1DA	42.7400010455634	-5.44712866458515	COAD
TCGA-DM-A1DB	44.9088207447474	-7.58624864285232	COAD
TCGA-DM-A1HA	44.2504083793533	-6.55653186723177	COAD
TCGA-DM-A1HB	40.9244588398227	-5.34673469273035	COAD
TCGA-DM-A280	39.5899700679958	-7.75814838893135	COAD
TCGA-DM-A282	43.3095736519521	-7.92177312894775	COAD
TCGA-DM-A285	44.781617108114	-12.5512944053846	COAD
TCGA-DM-A288	39.8156041746239	-10.9646451353534	COAD
TCGA-DM-A28A	41.3001099639516	-10.0444536687481	COAD
TCGA-DM-A28C	42.6769128912123	-6.93520088678862	COAD
TCGA-DM-A28E	45.6856440432477	-9.22570124251614	COAD
TCGA-DM-A28F	45.194593784479	-11.6029039190608	COAD
TCGA-DM-A28G	42.5195346305009	-6.30602030418458	COAD
TCGA-DM-A28H	43.1479165002966	-6.77044225975555	COAD
TCGA-DM-A28K	42.4488524553835	-5.96308602868808	COAD
TCGA-DM-A28M	42.722962411873	-6.37485792381115	COAD
TCGA-F4-6459	36.833961503169	-8.61936051359841	COAD
TCGA-F4-6460	41.1173229219617	-12.9597745505595	COAD
TCGA-F4-6461	38.616505754139	-5.69671755240566	COAD
TCGA-F4-6463	39.6498419934294	-9.13861704812775	COAD
TCGA-F4-6569	37.0947724251288	-7.6717026725746	COAD
TCGA-F4-6570	39.0742391670275	-5.93804614114925	COAD
TCGA-F4-6703	21.1101418903567	-1.00664227796213	COAD
TCGA-F4-6704	45.3307897040313	-6.20296371212835	COAD
TCGA-F4-6805	37.1602818350069	-8.16659392882974	COAD
TCGA-F4-6806	39.1194564437305	-10.6010504833767	COAD
TCGA-F4-6807	37.4370234078335	-8.09169202247524	COAD
TCGA-F4-6808	41.9902752198571	-12.7537087173789	COAD
TCGA-F4-6809	38.1239798612379	-7.96910172005018	COAD
TCGA-F4-6854	44.2457457087734	-9.0749764370867	COAD
TCGA-F4-6855	40.1344604370631	-11.4099694293395	COAD
TCGA-F4-6856	38.4658395687903	-9.92670126606605	COAD
TCGA-G4-6293	40.8689905985335	-7.98201813843446	COAD
TCGA-G4-6294	43.7517978016904	-9.56965607646022	COAD
TCGA-G4-6295	44.6387505550768	-14.1315722933025	COAD
TCGA-G4-6297	41.0106701569175	-10.5641033700769	COAD
TCGA-G4-6298	41.2900115390845	-10.4833663070228	COAD
TCGA-G4-6299	38.640813978985	-6.07856715238126	COAD
TCGA-G4-6302	-2.26390907397899	13.3861663866952	COAD
TCGA-G4-6303	43.865138796194	-11.0648193172326	COAD
TCGA-G4-6304	34.5819941604457	-11.624621130991	COAD
TCGA-G4-6306	39.4595527088241	-11.3469068659742	COAD
TCGA-G4-6307	45.3086826761559	-8.19716238125391	COAD
TCGA-G4-6309	39.0786311677179	-9.71443371101188	COAD
TCGA-G4-6310	40.0634015109917	-12.1726361519724	COAD
TCGA-G4-6311	40.7744365127713	-10.522357786381	COAD
TCGA-G4-6314	43.207183627363	-11.6000458209178	COAD
TCGA-G4-6315	41.6581671765434	-10.4463030541359	COAD
TCGA-G4-6317	42.1788223472146	-11.109381315179	COAD
TCGA-G4-6320	41.2521046721334	-5.98056344318327	COAD
TCGA-G4-6321	39.7874853678991	-6.72744905290517	COAD
