feature_1	feature_2	feature_3	project
TCGA-MN-A4N1	3.45585966529629	0.514027203960456	13.1603376647008	LUAD
TCGA-MN-A4N4	0.51813597601311	0.369804296328473	10.6424215457026	LUAD
TCGA-MN-A4N5	4.15709249457251	1.62749362378259	11.8672070729501	LUAD
TCGA-MP-A4SV	1.89477198717491	-1.18390210476333	11.2300007201731	LUAD
TCGA-MP-A4SW	2.6203709883657	-0.134808950375033	11.2114148804621	LUAD
TCGA-MP-A4SY	4.12672490762489	2.65679215380669	11.4778437236	LUAD
TCGA-MP-A4T4	2.6680533471128	0.768919358517585	10.006849683371	LUAD
TCGA-MP-A4T6	5.0365158692935	0.896611882673421	11.1110814027055	LUAD
TCGA-MP-A4T7	3.58952725055682	-1.54476017683348	13.1714285576586	LUAD
TCGA-MP-A4T8	1.88217957026094	-2.07026529739127	12.1308481299001	LUAD
TCGA-MP-A4T9	2.54332308717751	3.29694822448985	10.3932830406738	LUAD
TCGA-MP-A4TA	2.36984927002352	0.248691580978622	8.93753893072206	LUAD
TCGA-MP-A4TC	1.08734045042467	1.98423706514024	10.8756501869493	LUAD
TCGA-MP-A4TD	2.63917298590226	0.112186333154771	11.1692368542787	LUAD
TCGA-MP-A4TE	1.80740135041544	-3.22052838856714	12.1507723187676	LUAD
TCGA-MP-A4TF	-1.94262144408403	2.8773169107377	11.1521586579956	LUAD
TCGA-MP-A4TH	3.12091092845788	2.22583085241735	9.98446585790211	LUAD
TCGA-MP-A4TI	0.623917305641538	2.1872715359546	10.6327967826417	LUAD
TCGA-MP-A4TJ	-2.40658957130059	4.60329180737955	12.1484423027931	LUAD
TCGA-MP-A4TK	1.92646191056516	1.87826858659769	10.6455838617345	LUAD
TCGA-MP-A5C7	4.57584030084516	-3.10270747337327	13.6529808976076	LUAD
TCGA-NJ-A4YF	1.30576570071448	-2.03873883787548	12.2910590543806	LUAD
TCGA-NJ-A4YG	1.75073864774948	3.85290854458898	12.1736273791127	LUAD
TCGA-NJ-A4YI	-0.603126320721393	5.77325179585296	14.5048549628371	LUAD
TCGA-NJ-A4YP	7.56025965420881	-3.93749767391169	7.41701351390159	LUAD
TCGA-NJ-A4YQ	1.35313032816329	0.70558580084595	10.9174229940163	LUAD
TCGA-NJ-A55A	0.46372906461751	6.46929720600665	9.94933901336024	LUAD
TCGA-NJ-A55O	2.11537655093581	3.78429384058599	10.6284686262022	LUAD
TCGA-NJ-A55R	6.57139165654323	-4.95278092839813	7.73544439003991	LUAD
TCGA-NJ-A7XG	2.35776465309949	3.95107273068871	12.2836067634083	LUAD
TCGA-O1-A52J	3.80783664125329	4.07768484995168	10.9939203204684	LUAD
TCGA-S2-AA1A	2.58073220830364	3.45647111392512	8.78319197751691	LUAD
TCGA-18-3417	-12.6061954175985	-6.48760314275627	6.98565336300658	LUSC
TCGA-18-4721	-12.4865154145821	-6.52438014184092	6.95885592358135	LUSC
TCGA-18-5592	-1.12897732903225	-16.4434323963389	0.367652213203495	LUSC
TCGA-18-5595	-1.36329103129629	-17.2796943337201	0.0691409801131732	LUSC
TCGA-21-5782	-7.25388529108924	-12.631931198688	26.147145964607	LUSC
TCGA-21-5783	-3.79084058772269	-5.55417167460985	-0.499147148216226	LUSC
TCGA-21-5784	0.785239273477204	-10.5181783714346	0.26047986974986	LUSC
TCGA-21-5786	-0.453844209106287	-15.1617843712629	-0.0172018210832954	LUSC
TCGA-21-5787	3.82782509611249	-11.254827515882	-4.43413698932462	LUSC
TCGA-21-A5DI	-9.49460943904884	-4.91134580978091	-0.0240500927305854	LUSC
TCGA-22-4593	-1.48147549622539	-16.6766751244831	-1.93964456797125	LUSC
TCGA-22-4601	-11.1133172791304	-6.78973303982963	6.29863105022898	LUSC
TCGA-22-4605	-1.34783880510254	-11.8140700376087	0.188460616148994	LUSC
TCGA-22-4609	-0.786048902120867	-10.9975163046605	1.03829563686492	LUSC
TCGA-22-4613	-11.0836208969411	-6.80367539135496	6.11099635317197	LUSC
TCGA-22-5471	-0.905299389033258	-15.3604377617592	0.0454053904147821	LUSC
TCGA-22-5472	-2.93530399262831	-13.5997109316346	-1.74024632475268	LUSC
TCGA-22-5473	-1.26400685247467	-16.1572879008664	0.771542231196444	LUSC
TCGA-22-5474	1.51459697922151	-12.9977183653358	1.35826996339964	LUSC
TCGA-22-5477	-1.37470084169416	-16.1820280056565	1.75722874086166	LUSC
TCGA-22-5478	-0.776836509831822	-13.1535078945377	-1.64102436253627	LUSC
TCGA-22-5479	-3.3441033086924	-13.9184405931851	1.97171089815346	LUSC
TCGA-22-5480	15.4981025536251	-4.08210270091553	-7.7338673538589	LUSC
TCGA-22-5481	9.26734354374173	-3.01366981170626	-6.55999577147828	LUSC
TCGA-22-5482	-1.18242485422067	-16.3751276667612	0.603971606135109	LUSC
TCGA-22-5483	0.72317205550022	-11.9032885896962	2.60451370128386	LUSC
TCGA-22-5485	-1.20584920969083	-16.4047979389817	0.354738018207916	LUSC
TCGA-22-5489	2.14394856757256	-11.9114630353161	1.62051178582623	LUSC
TCGA-22-5491	-1.21616501061879	-16.2436982039328	0.927480708841238	LUSC
TCGA-22-5492	-0.763180749258185	-13.0449028115015	-1.51327030542624	LUSC
TCGA-22-A5C4	-4.96930391149857	-5.79615445946287	-1.12494086904632	LUSC
TCGA-33-4566	-12.7847541053972	-6.46940110803054	7.04977930915117	LUSC
TCGA-33-4582	-2.61247301956584	-15.2888791600971	-1.08023946483718	LUSC
TCGA-33-4583	-12.5473352821925	-6.53140648055269	6.98797930699666	LUSC
TCGA-33-4586	-2.4441770687005	-15.2824607873538	-0.638664885813191	LUSC
TCGA-33-4587	-3.51344705967273	-8.05732299156322	-5.1440444476002	LUSC
TCGA-33-4589	-6.43321042275446	-19.8195881427784	-4.04476225706787	LUSC
TCGA-33-6737	3.46253973356646	-9.58148154270371	2.10456871195861	LUSC
TCGA-33-6738	-2.89478980070842	-8.67307768688491	0.469710385495633	LUSC
TCGA-33-A4WN	-3.77086076150276	-12.5348295585809	0.934769274682353	LUSC
TCGA-33-A5GW	-4.44034729725351	-12.8846457747362	2.3596358766723	LUSC
TCGA-33-AAS8	-5.45313524790496	-10.9661092584657	0.583861105718963	LUSC
TCGA-33-AASB	-0.610853553720249	-4.73339265144263	9.05377442417438	LUSC
TCGA-33-AASD	-8.06630019008593	-10.8263762523146	0.0120254373400074	LUSC
TCGA-33-AASI	-17.622325355245	-9.18049801556392	-0.708488592278169	LUSC
TCGA-33-AASJ	-6.56794938015927	-13.1765922546358	4.38966569956312	LUSC
TCGA-33-AASL	-6.97228457335166	-8.52533252747758	2.37748073954041	LUSC
TCGA-34-5231	-6.30843752463273	-11.8876532993316	-8.96996685596829	LUSC
TCGA-34-5232	1.86105904647773	-12.4767534206012	0.722941884532197	LUSC
TCGA-34-5234	8.08335047364604	-4.14681272941752	4.41755976575729	LUSC
TCGA-34-5236	1.43787457723316	-11.5791580882598	2.11903720715166	LUSC
TCGA-34-5239	3.16059204501203	-11.5963382848911	1.61430527381301	LUSC
TCGA-34-5240	-2.81199089743984	-14.9947992329766	1.97107597461206	LUSC
TCGA-34-5241	-2.27574891421632	-14.273032070534	-2.1861555102881	LUSC
TCGA-34-5927	-6.55358470441312	-10.7367441235708	-9.07480195763536	LUSC
TCGA-34-5928	1.89496185789804	-12.0010668931761	0.941776940013883	LUSC
TCGA-34-5929	-6.45342405490078	-10.8796090762697	-9.08280576942349	LUSC
TCGA-34-7107	-2.47749293158016	-14.0779302699212	3.28432191390624	LUSC
TCGA-34-8454	-1.75495705047435	-12.2112836439767	-1.49015462624463	LUSC
TCGA-34-8455	-7.25907711693969	-7.58162142667899	-1.66736973111372	LUSC
TCGA-34-8456	-5.43276586217025	-11.0274232273216	0.0965890192469191	LUSC
TCGA-34-A5IX	-11.4266310931871	-8.12150144787908	2.39627986291863	LUSC
TCGA-37-5819	5.93821408381174	-6.40508669575269	6.84849049766214	LUSC
TCGA-37-A5EL	-3.54797252546771	-13.8558879662266	5.70789086238521	LUSC
TCGA-37-A5EM	-7.66662431191135	-8.81769172879503	-2.57260850842598	LUSC
TCGA-37-A5EN	-8.59704447429204	-8.03192571800259	5.56300924997942	LUSC
TCGA-39-5011	5.30308459261205	-2.63157741696286	5.01659635731885	LUSC
TCGA-39-5019	1.02419010630353	-11.5792969671864	2.38312373616649	LUSC
TCGA-39-5021	-2.95622799109854	-14.944512307169	-1.14869831334663	LUSC
TCGA-39-5022	2.09601061149617	-11.722787439646	1.83597920446778	LUSC
TCGA-39-5024	1.72957764041547	-12.3249445339422	0.545160419005906	LUSC
TCGA-39-5027	-0.984643955211836	-15.6082370462053	2.52569766970003	LUSC
TCGA-39-5028	-2.26847063211791	-14.4176054897142	-2.35993166917371	LUSC
TCGA-39-5029	-2.20714625003686	-14.6135707450794	-2.33279792601002	LUSC
TCGA-39-5030	-1.58686890865128	-12.5601592048356	-3.08008074554631	LUSC
TCGA-39-5031	-1.54068504494669	-12.9178113875818	-0.185837935062399	LUSC
TCGA-39-5034	-0.282188550612699	-3.44807989633164	11.2100615037664	LUSC
TCGA-39-5035	-1.67456883736983	-12.4433387997392	-3.68884350426552	LUSC
TCGA-39-5036	-2.70995435872389	-15.1962399230435	-0.935716461514661	LUSC
TCGA-39-5037	-2.50654236733074	-15.5575915910597	-0.740038648580345	LUSC
TCGA-39-5039	-15.4157939793515	-6.98066853916964	1.90535886304443	LUSC
TCGA-39-5040	3.62559985583356	-4.95168726212792	3.25291412087378	LUSC
TCGA-43-5668	17.3935509852811	-2.43823378667788	-6.50561105141552	LUSC
TCGA-43-5670	-3.04250029399096	-7.14873790641678	-0.806855666766773	LUSC
TCGA-43-6143	-6.47784805425991	-10.4393255839581	-8.96131113900196	LUSC
TCGA-43-6647	1.51983931393922	-9.48557021578294	1.17387781198894	LUSC
TCGA-43-6770	-0.682102897779989	-15.6440567256968	1.82678710016638	LUSC
TCGA-43-6771	-8.96242033732601	-21.2521036379381	-0.518089571525354	LUSC
TCGA-43-6773	-0.533053174132377	-8.42900038978055	2.02514343487133	LUSC
TCGA-43-7656	-3.68323159280856	-8.00889845517236	-4.61316046684835	LUSC
TCGA-43-7657	-1.2352039650875	-12.606446119597	0.489132696701909	LUSC
TCGA-43-7658	9.53297469729148	-2.90787535461793	-7.47916238596208	LUSC
TCGA-43-8115	-7.2024470648287	-6.06413858583523	1.52388292278769	LUSC
TCGA-43-8116	-7.12079232551887	-6.44011202173273	-1.84049667979297	LUSC
TCGA-43-8118	-6.37210728427258	-8.83077283110063	1.36251676864044	LUSC
TCGA-43-A474	-8.39543918487893	-10.0640201001124	-7.76538001172086	LUSC
TCGA-43-A475	-4.79405867150321	-8.294736128797	2.97326415789403	LUSC
TCGA-43-A56U	-1.8655304058215	-6.84470092723482	2.28821890630319	LUSC
TCGA-43-A56V	-6.16039585932046	-8.49268642514886	-3.33094907695468	LUSC
TCGA-46-6025	1.47225481191528	-13.1974329759694	1.32859507993383	LUSC
TCGA-46-6026	-6.81038404907361	-10.764723345287	-9.25171957312464	LUSC
TCGA-51-6867	-1.92158658093648	-14.4088082977517	3.37050975806876	LUSC
TCGA-52-7622	-0.772503005395023	-11.2017409609165	1.36231932649461	LUSC
TCGA-52-7809	-5.65380215720113	-6.01997228756065	0.299916673567498	LUSC
TCGA-52-7810	-0.98654427352307	-10.6272082851292	-0.204248233012411	LUSC
TCGA-52-7811	-0.923556156206366	-10.875671958274	0.495574230642706	LUSC
TCGA-52-7812	3.63155038577894	-1.07800331505161	8.28184613271205	LUSC
TCGA-56-5897	1.15246894759134	-10.499779197601	0.809635652281912	LUSC
TCGA-56-5898	-3.3126431190958	-13.6079276551057	-0.427240573516079	LUSC
TCGA-56-6545	1.84932346431861	-12.2270649249337	0.658086130132821	LUSC
TCGA-56-6546	5.90116599096598	-6.04882388168112	5.97428206733313	LUSC
TCGA-56-7221	-7.36788743360568	-10.5764200383936	-8.31351737416975	LUSC
TCGA-56-7222	-9.11448396578644	-12.8586474062274	-8.74596344075874	LUSC
TCGA-56-7223	-1.10525650864599	-14.6871292841253	3.78320406935057	LUSC
TCGA-56-7579	-6.66097571231068	-10.0754882653676	-5.14717101035337	LUSC
TCGA-56-7580	-4.76973369165265	-8.87586594868211	-1.93412352143799	LUSC
TCGA-56-7582	-4.93952322092181	-13.3494229634531	4.524876511712	LUSC
TCGA-56-7730	-1.23620700360776	-15.0110880366438	3.54581336092664	LUSC
TCGA-56-7731	0.707847531574574	-10.5589989217353	0.284911415618544	LUSC
TCGA-56-7822	-1.05421140394652	-10.960965988566	-0.0435517757617547	LUSC
TCGA-56-7823	-8.56014005518796	-8.69135888126803	-7.33573052157945	LUSC
TCGA-56-8082	-6.4227894968298	-6.61097454476928	-3.38510475014144	LUSC
TCGA-56-8083	-9.28292193689333	-6.20269042491141	-6.44707889419077	LUSC
TCGA-56-8201	-16.1956664453368	-11.8111652593633	2.14398409228291	LUSC
TCGA-56-8304	-6.70988151410798	-9.32071427182155	-4.39572287907079	LUSC
TCGA-56-8305	-7.66632522386247	-9.93883848244134	1.33173867752136	LUSC
TCGA-56-8307	-5.10796891429422	-7.46447302926566	-0.633548237179493	LUSC
TCGA-56-8308	-3.56148423368253	-14.0369610744652	-0.273001815793646	LUSC
TCGA-56-8309	-1.49350550410865	-12.6029648662932	-2.97157077606452	LUSC
TCGA-56-8503	-10.1109985285964	-5.72540255623039	1.38872779086816	LUSC
TCGA-56-8504	-9.35468302773939	-8.66394744678963	4.41782379928258	LUSC
TCGA-56-8622	-8.65986597908671	-7.73580852891229	-1.08927557066109	LUSC
TCGA-56-8623	4.6416618622091	3.52983604763917	6.63102240382252	LUSC
TCGA-56-8624	-8.811775960884	-6.30226204324518	1.02152484299031	LUSC
TCGA-56-8625	-5.87615147095816	-7.89568964906333	3.10772599299789	LUSC
TCGA-56-8626	-7.48108331637461	-5.42006127362551	0.818156060508376	LUSC
TCGA-56-8628	-7.25352419246918	-5.43466431396668	0.760965880888702	LUSC
TCGA-56-8629	-7.61948456688852	-9.88748238674304	1.77940796960251	LUSC
TCGA-56-A49D	-6.77664340763294	-5.48618303972513	-4.13816027371581	LUSC
TCGA-56-A4BW	-7.64230329424761	-6.75278177825553	1.21662169684912	LUSC
TCGA-56-A4BX	-7.81125785525611	-9.24067734754919	-7.02116992950878	LUSC
TCGA-56-A4BY	-5.78599113153196	-9.98441170693795	1.6329522465245	LUSC
TCGA-56-A4ZJ	3.30087901142504	3.63930416564126	7.34616276097315	LUSC
TCGA-56-A4ZK	-5.82327313790658	-9.96746168495884	1.48117260293477	LUSC
TCGA-56-A5DR	-7.48146790544839	-8.7548254810513	-3.11605253695578	LUSC
TCGA-56-A62T	-8.44326134079518	-10.3942168035309	0.0711763777033372	LUSC
TCGA-58-8386	-7.09555365509311	-8.42363982238648	-0.215657284430779	LUSC
TCGA-58-8387	-4.08738051303986	-13.1760867094737	0.0318809405282037	LUSC
TCGA-58-8388	-6.6100085934378	-4.63701321158362	1.74968882064748	LUSC
TCGA-58-8390	-6.32920821548939	-6.13668015045727	-2.65210866353806	LUSC
TCGA-58-8391	-3.90903784722404	-14.0217769505855	3.12402429259209	LUSC
TCGA-58-8392	-5.46637086865468	-11.2567183239468	0.124058087590688	LUSC
TCGA-58-8393	-5.13100113580799	-8.26754138957457	3.29467497390818	LUSC
TCGA-58-A46J	-6.41300183070521	-8.05447934482462	-0.68949635223922	LUSC
TCGA-58-A46K	-8.38451136856834	-8.14882846004881	5.21828649983073	LUSC
TCGA-58-A46L	-1.19052159303511	-11.7007215755076	2.90042870739	LUSC
TCGA-58-A46M	-6.23066018036024	-9.66184270428659	5.13572095619693	LUSC
TCGA-58-A46N	-6.02719405963159	-13.4660066369152	5.75054334499622	LUSC
TCGA-60-2697	6.68707711081629	-2.61857952804978	6.02920518541098	LUSC
TCGA-60-2703	-9.75216975471568	-5.16102194698144	0.452755971572136	LUSC
TCGA-60-2704	-1.50236654663648	-10.1116316911792	2.10285935147515	LUSC
TCGA-60-2709	-1.36084200728161	-9.8816357735603	2.27359193475243	LUSC
TCGA-63-5128	-2.78770496260376	-15.4948606744215	-0.341751595701116	LUSC
TCGA-63-5131	-2.68678704088404	-15.4075804392018	-1.54382769289496	LUSC
TCGA-63-6202	5.86928634580196	-2.46476845065174	6.55053161937878	LUSC
TCGA-63-7020	-8.52452001579761	-4.65779537448324	-0.193472525057796	LUSC
TCGA-63-7021	-7.4403206483158	-8.36460348437651	0.394410155496435	LUSC
TCGA-63-7022	-0.979122734165619	-8.47562905790764	1.76484771869581	LUSC
TCGA-63-A5M9	-2.99042749747376	-12.8253991387371	4.6046384548183	LUSC
TCGA-63-A5MB	-4.87816566744482	-10.5468569512749	4.9884689365927	LUSC
TCGA-63-A5MG	-11.1669792176775	-11.0552969891856	1.94466048236625	LUSC
TCGA-63-A5MH	-6.95007921751672	-5.85126959124065	-2.10101847129762	LUSC
TCGA-63-A5MI	-7.49112380491072	-7.14501011357386	-4.19027601304973	LUSC
TCGA-63-A5MJ	-2.95883061709152	-13.6800300170192	4.88431624230422	LUSC
TCGA-63-A5ML	-7.26854721487588	-8.98807638032344	5.26905931055688	LUSC
TCGA-63-A5MM	-17.0883134782247	-13.2864900011653	2.48673482305849	LUSC
TCGA-63-A5MN	5.07172867032156	-2.65802136627283	5.21912441681005	LUSC
TCGA-63-A5MP	-0.600738068348034	-11.5363175709551	2.33985532454723	LUSC
TCGA-63-A5MR	-7.06201482995177	-8.71549859747327	1.11455713881089	LUSC
TCGA-63-A5MS	-11.2729257094335	-6.13154158584053	1.81977454888953	LUSC
TCGA-63-A5MT	-7.14427272057444	5.78644871890205	9.39054498048895	LUSC
TCGA-63-A5MU	-8.53754470408496	-8.87372950350485	-7.39194846104266	LUSC
TCGA-63-A5MV	-7.09619440066704	-5.76097387555078	0.65015062466079	LUSC
TCGA-63-A5MW	-5.33254011555645	-5.28745200239725	-0.169952326290301	LUSC
TCGA-63-A5MY	-7.32886952161806	-7.75937705870931	-5.23999754158768	LUSC
TCGA-68-7755	-2.4225517512351	-15.2787417390492	2.99914470861633	LUSC
TCGA-68-7756	-0.709631810735875	-10.8518650526144	0.708690457792826	LUSC
TCGA-68-7757	-8.45227724447766	-7.62228538258815	-0.289842302300362	LUSC
TCGA-68-8250	-5.73885911836751	-7.21621635839676	-1.03645928969048	LUSC
TCGA-68-8251	-5.05312019613555	-8.05355977755507	-0.373650992987996	LUSC
TCGA-68-A59I	-6.11208100519897	-7.91043846984837	1.38868142857125	LUSC
TCGA-68-A59J	-5.30558085505809	-9.19813592883651	3.09988633090348	LUSC
TCGA-6A-AB49	-13.9038156098436	-5.77377707461242	-5.5424156501045	LUSC
TCGA-70-6722	2.59797326099717	-9.39467951360568	1.91072990158625	LUSC
TCGA-70-6723	-1.07342542112213	-15.8727613426745	3.58749433103536	LUSC
TCGA-77-6842	-5.67994754363146	-7.07543293569366	-1.23643986109142	LUSC
TCGA-77-6843	-5.35995052816919	-10.8476184184072	1.02136494961053	LUSC
TCGA-77-6844	-4.99310490496612	-9.71702301210607	-5.27147847499365	LUSC
TCGA-77-6845	-1.73392872574531	-14.9684897079339	3.55411671891625	LUSC
TCGA-77-7138	-8.9423272735756	-18.1209381040761	0.888889003663132	LUSC
TCGA-77-7139	-7.78266378424495	-9.45855123919937	-7.09616364289721	LUSC
TCGA-77-7140	-2.88869810697169	-15.5754213788453	2.56785390360477	LUSC
TCGA-77-7141	-2.22167149910717	-13.8107142584633	3.60080950162469	LUSC
TCGA-77-7142	-2.66090857621838	-13.5533754119903	4.95051666601691	LUSC
TCGA-77-7335	-10.4895684537255	-12.1940972787153	2.4947613859656	LUSC
TCGA-77-7337	-1.52896971491015	-10.6659020329798	0.307858852310851	LUSC
TCGA-77-7338	-2.27132640523897	-10.7964402745791	1.91751080751833	LUSC
TCGA-77-7463	-6.46500424310316	-10.0202897903308	-5.15743345970956	LUSC
TCGA-77-7465	-4.68026372583578	-8.82947017275417	-1.83976106053338	LUSC
TCGA-77-8007	7.21669445797286	-1.3625890434154	4.30252404142893	LUSC
TCGA-77-8008	0.862631700961054	-9.30381874781035	1.04799639317892	LUSC
TCGA-77-8009	-3.25047965838849	-13.8803953643227	5.34246972580683	LUSC
TCGA-77-8128	-8.1341246664605	-9.29164789258309	-7.08877929356031	LUSC
TCGA-77-8130	-11.4991835137238	-12.7811703977847	-1.07714672710463	LUSC
TCGA-77-8131	-11.5346677404364	-5.93100120566935	0.877665048704467	LUSC
TCGA-77-8133	-7.83359510733046	-8.82167837590739	4.65952316988421	LUSC
TCGA-77-8136	-10.2977203927823	-5.14232183888087	1.23796609696511	LUSC
TCGA-77-8138	-9.96117958161606	-6.2252388318751	0.283448932152891	LUSC
TCGA-77-8139	-9.47971636128516	-5.19293681242454	-0.851585821179377	LUSC
TCGA-77-8140	-9.41671710161021	-4.82031665719307	-0.429924823405327	LUSC
TCGA-77-8143	-6.04583594658449	-11.2603054724408	-6.29259705083773	LUSC
TCGA-77-8144	-8.29840579839396	-20.1522816210311	-4.46684655730518	LUSC
TCGA-77-8145	-9.64544244442896	-4.10248406669472	0.045502336943082	LUSC
TCGA-77-8148	-8.35865194551819	-8.76746094256741	-7.04800181666528	LUSC
TCGA-77-8150	-8.76121649311394	-7.56304545447701	6.20795783046215	LUSC
TCGA-77-8153	-8.15998537640069	-8.24019637186514	-6.00429526692882	LUSC
TCGA-77-8154	-7.75920708152559	-7.28429478990155	-4.59167870410005	LUSC
TCGA-77-8156	-9.41970165399328	-7.89601561201739	3.64506782682944	LUSC
TCGA-77-A5FZ	2.28159268313307	8.12642464033912	-1.27531899199534	LUSC
TCGA-77-A5G1	-9.92863411761776	-6.90366579093069	0.321606087638366	LUSC
TCGA-77-A5G3	-6.08696125754163	-12.4389513568556	3.76638035308978	LUSC
TCGA-77-A5G6	-5.39688759196622	-7.68609935513255	-2.69510001131234	LUSC
TCGA-77-A5G7	-7.67201415259554	-7.03563809936206	-4.05645069761673	LUSC
TCGA-77-A5G8	-8.79668821783769	-8.63376597436488	5.06273685496503	LUSC
TCGA-77-A5GA	-8.86936473763623	-8.26211206631648	5.04012201761162	LUSC
TCGA-77-A5GB	-6.56339619740397	7.30346698709022	9.443315734542	LUSC
TCGA-77-A5GF	-8.42141333439414	-7.78356106766129	5.887229675631	LUSC
TCGA-77-A5GH	-6.69213640957902	7.0413373007472	9.51404384041706	LUSC
TCGA-79-5596	-2.55539647162294	-15.8009913397981	-1.4273971396323	LUSC
TCGA-85-6175	1.70654227221575	-9.45701644801159	1.20374617147705	LUSC
TCGA-85-6560	16.8981271423851	-3.38082375343734	-5.16041516770263	LUSC
TCGA-85-6561	1.62902854052476	-11.8800741746203	1.90038814877274	LUSC
TCGA-85-6798	-3.27191863774713	-14.2244338964775	2.25547920819816	LUSC
TCGA-85-7696	-1.79909074223527	-12.1386311838983	3.64466470299242	LUSC
TCGA-85-7697	-0.682798462586342	-10.9406905202624	0.877676181028251	LUSC
TCGA-85-7698	-2.55450353603642	-13.9900704743969	3.31223919521044	LUSC
TCGA-85-7699	3.11759857484258	-11.7173919896987	1.57214248914694	LUSC
TCGA-85-7710	-3.18845206990862	-11.1022570729271	-1.8999806916971	LUSC
TCGA-85-7843	-1.30966053498758	-16.1815039396022	-1.90314849157054	LUSC
TCGA-85-7844	-2.26984308910299	-10.4780717536163	2.13641112792908	LUSC
TCGA-85-7950	-7.13131031491435	-5.14025666423745	1.12803135107085	LUSC
TCGA-85-8048	-9.35220442050658	-6.0281646513136	1.32717280504717	LUSC
TCGA-85-8049	-1.97781303429761	-9.63660772853413	2.3350273901828	LUSC
TCGA-85-8052	-8.59579316577267	-7.99790958181369	5.22493635785666	LUSC
TCGA-85-8070	-8.08367179547945	-7.88767181180376	-6.40389826275099	LUSC
TCGA-85-8071	-8.78685909394085	-8.52138865064023	-7.41348839086332	LUSC
TCGA-85-8072	-8.70221240272375	-8.11147133529046	5.27682997732762	LUSC
TCGA-85-8276	-3.75673517361306	-13.6495689265253	-0.116798949578862	LUSC
TCGA-85-8287	-1.60362836981962	-8.74622158971288	1.71573023186164	LUSC
TCGA-85-8288	-5.02930033894426	-8.05915830371037	-0.440089124705141	LUSC
TCGA-85-8350	-7.04353083496482	-6.22903102702877	0.827083684804382	LUSC
TCGA-85-8351	-7.18544452709585	-7.47596395081415	-1.77243403205103	LUSC
TCGA-85-8352	-3.96068992164256	-3.42350962621079	6.84422529972894	LUSC
TCGA-85-8353	-2.12580698417648	-9.75895196214566	2.41402515878471	LUSC
TCGA-85-8354	-3.42756640886384	-15.1302935502446	0.193043547673922	LUSC
TCGA-85-8355	-2.70327439870244	-9.11503376664518	2.58574042162812	LUSC
TCGA-85-8479	-16.6149324379847	-16.5067195051529	2.74865331594399	LUSC
TCGA-85-8481	-10.0665751458629	-6.60579192408779	0.216071358227809	LUSC
TCGA-85-8580	-10.9443932881194	-6.79998297420086	5.97033608515039	LUSC
TCGA-85-8582	-10.4908166783372	-6.25339126452395	1.64256500364952	LUSC
TCGA-85-8584	-0.451234265471778	0.859787901532612	10.5716813027458	LUSC
TCGA-85-8664	-6.93138131522628	-6.10118296119669	-1.99012780340709	LUSC
TCGA-85-8666	-9.89410285029105	-8.39677772974956	3.47462225296198	LUSC
TCGA-85-A4CL	-4.26717045945876	-9.92052538777157	3.55716661255545	LUSC
TCGA-85-A4CN	-8.57771674084476	-9.31187610226525	4.33295657161045	LUSC
TCGA-85-A4JB	-7.02440749371092	-5.53344924759979	0.324262120419585	LUSC
TCGA-85-A4JC	-10.0095233343024	-7.3734351555917	-0.123294817545746	LUSC
TCGA-85-A4PA	2.09189140789505	7.23271333696892	-2.11130055741375	LUSC
TCGA-85-A4QQ	-12.4076956943014	-16.0701616081351	-3.19974032114262	LUSC
TCGA-85-A4QR	-7.49524163726994	-7.89146475669362	-5.40168556308861	LUSC
TCGA-85-A50M	0.808400081050294	-0.645512554298127	6.64861201745854	LUSC
TCGA-85-A50Z	-6.36721997077906	-8.76550184744511	-1.41951987376654	LUSC
TCGA-85-A510	-5.18090483888235	-1.720684977745	11.6404172063327	LUSC
TCGA-85-A511	-6.58675639798785	-8.43276692089064	1.37821221826005	LUSC
TCGA-85-A512	-7.4482899895114	-10.5116046346876	5.68361985954673	LUSC
TCGA-85-A513	3.17578246602766	2.49796083876823	8.27624968994613	LUSC
TCGA-85-A53L	-4.42414947081883	-8.66603183008671	0.236904966353581	LUSC
TCGA-85-A5B5	-6.04132600056974	-13.4777168538825	5.75662806070379	LUSC
TCGA-90-6837	4.6730603074426	3.49338386419265	4.62392098872634	LUSC
TCGA-90-7766	-4.63141163860482	-9.6739834636207	-5.20866437747938	LUSC
TCGA-90-7767	-4.53748610975957	-7.99395391713124	-0.128099358911054	LUSC
TCGA-90-7769	-2.72811077423246	-15.3435729089841	2.57586223275501	LUSC
TCGA-90-7964	-3.30802043288263	-8.28729711951049	-3.88411569220004	LUSC
TCGA-90-A4ED	1.18457113037578	-3.27940764963536	-3.60856619845547	LUSC
TCGA-90-A4EE	-4.70574541413178	-8.19319216920292	3.02663371462011	LUSC
TCGA-90-A59Q	0.426604317188772	-3.43904224389837	6.03648066449916	LUSC
TCGA-92-7340	-12.1244919566251	-21.3204899226528	4.5260506941603	LUSC
TCGA-92-7341	-2.29276685622709	-14.5830683454632	3.12920788424645	LUSC
TCGA-92-8063	-9.67144243861993	-7.39484500901094	4.67803809518509	LUSC
TCGA-92-8064	-9.35987099669024	-8.67074493789889	3.61991153005106	LUSC
TCGA-92-8065	-2.3426856268816	-11.7614582753733	-1.67473354092271	LUSC
TCGA-94-7033	-5.75909576091355	-8.63039581702781	-1.53323907195796	LUSC
TCGA-94-7557	-3.35364183617616	-8.22498911512825	-4.14805274977605	LUSC
