feature_1	feature_2	feature_3	project
TCGA-CM-6171	-10.228798066496	-3.68684154804877	34.5880969367677	COAD
TCGA-CM-6172	-10.3035903801468	-1.17532123539846	38.3827330717893	COAD
TCGA-CM-6674	-7.42204646567983	0.44394463242008	35.4586088746874	COAD
TCGA-CM-6675	-13.6202613681032	-3.92326062510903	38.9787324414419	COAD
TCGA-CM-6676	-8.94840963201993	1.52723243954014	41.1174205196544	COAD
TCGA-CM-6677	-11.0770069963376	2.8712661426628	39.9995553000847	COAD
TCGA-CM-6678	-8.48628351784565	-2.34312053983615	39.032693600241	COAD
TCGA-CM-6679	-7.39430502459754	0.640684618005882	40.7981012405915	COAD
TCGA-CM-6680	-7.413033484224	1.64342157748484	39.0648005369918	COAD
TCGA-D5-5537	-11.8751847155461	-0.0133701147751088	40.1000162935532	COAD
TCGA-D5-5538	-9.26686494724969	3.78402847246375	41.6366593049921	COAD
TCGA-D5-5539	-9.82199342860619	-1.69381957647123	39.7520953891842	COAD
TCGA-D5-5540	-11.8703951482167	-1.01644590686852	40.6230230583875	COAD
TCGA-D5-5541	-9.14385855948413	0.952495819197708	42.4098269650108	COAD
TCGA-D5-6529	-8.39037183742868	-2.1468543951652	36.5910786159802	COAD
TCGA-D5-6530	-11.4854945494933	-1.22832319960317	36.3676173377712	COAD
TCGA-D5-6531	-12.305823941595	-3.59721803853815	36.0333361132345	COAD
TCGA-D5-6532	-11.5718897001094	0.133996432842341	43.0378747932427	COAD
TCGA-D5-6533	-11.1842285107852	2.04854920005371	40.3018560729227	COAD
TCGA-D5-6534	-5.87509021853131	-0.769412082942768	35.6137538360711	COAD
TCGA-D5-6535	-11.6144538308004	-0.700034748457852	38.8804967759224	COAD
TCGA-D5-6536	-10.8608425037049	0.749534929194204	38.3696809437579	COAD
TCGA-D5-6537	-12.7241769129116	1.10126715651654	42.8435179220371	COAD
TCGA-D5-6538	-12.1901939619877	-4.44853511029636	40.0432153879006	COAD
TCGA-D5-6539	-9.58449211002228	-0.919184410357735	37.8232453316396	COAD
TCGA-D5-6540	-11.3699487131934	-3.95971637643433	35.4042137885605	COAD
TCGA-D5-6541	-5.32726790046118	0.0776203503849462	39.4076619660251	COAD
TCGA-D5-6898	-8.65735612771606	1.91480350701908	41.8375842379091	COAD
TCGA-D5-6920	-9.16911073359281	-1.99883647167459	37.9356493679662	COAD
TCGA-D5-6922	-8.66666288608508	2.26814109714483	41.7978276081277	COAD
TCGA-D5-6923	-8.56063402177783	-1.21017802915212	42.6123597929271	COAD
TCGA-D5-6924	-12.1796470062147	1.13458390259867	38.1442789964002	COAD
TCGA-D5-6926	-8.74511842495595	1.75949404781252	40.9106291401889	COAD
TCGA-D5-6927	-10.8767974531317	-0.883007616578221	35.4360617155928	COAD
TCGA-D5-6928	-5.57774252544664	-1.46870402682369	35.0471922446779	COAD
TCGA-D5-6929	-10.6545337931801	1.81551872354019	39.7407547169776	COAD
TCGA-D5-6930	-9.46597624337423	-2.65332392115872	34.6481167095943	COAD
TCGA-D5-6931	-11.2364795012974	-2.9202829974129	36.8131751257105	COAD
TCGA-D5-6932	-10.5748315143798	-0.726126982349608	42.5319843852921	COAD
TCGA-D5-7000	-11.2300933351786	-3.27642884903137	37.4207479295675	COAD
TCGA-DM-A0X9	-11.5319428302025	-4.54721775939655	38.833085758164	COAD
TCGA-DM-A0XD	-11.3466656127187	-4.21302694862982	37.6147611322474	COAD
TCGA-DM-A0XF	-8.71343923756633	-0.66026769424939	42.8675466943757	COAD
TCGA-DM-A1D0	-8.97936857400059	-1.51605049467925	43.727804883902	COAD
TCGA-DM-A1D4	-10.4980382300809	-4.18715244677479	41.449129896284	COAD
TCGA-DM-A1D6	-9.51749212664765	-4.16970944513068	41.9640721933283	COAD
TCGA-DM-A1D7	-8.0067403045339	-0.890529283889856	40.9654373681354	COAD
TCGA-DM-A1D8	-6.58937321598499	0.664738418108423	43.8726392018964	COAD
TCGA-DM-A1D9	-6.74242668951372	1.01228402362371	43.8478499142078	COAD
TCGA-DM-A1DA	-11.9368139874326	-5.09026189589631	39.1389790037355	COAD
TCGA-DM-A1DB	-9.1316836320241	-2.89076275379056	43.1923553720791	COAD
TCGA-DM-A1HA	-10.6722552964706	-4.27594153979286	41.700938098644	COAD
TCGA-DM-A1HB	-11.5347507940764	-4.49511044033728	36.2970850434123	COAD
TCGA-DM-A280	-9.87188646447417	-1.43836615286413	36.004828702798	COAD
TCGA-DM-A282	-10.4107974482268	-2.30956396167058	41.0621369990645	COAD
TCGA-DM-A285	-7.44543779219439	2.57731636606187	42.6723836832564	COAD
TCGA-DM-A288	-12.9942368773925	-0.28420645533075	38.9456549908019	COAD
TCGA-DM-A28A	-11.6190643311832	-1.52042260628712	40.4101624596894	COAD
TCGA-DM-A28C	-10.3853328707993	-3.76947038561331	39.4960899193324	COAD
TCGA-DM-A28E	-10.8434509246082	-0.69970194642747	43.1284793447282	COAD
TCGA-DM-A28F	-8.47682530971476	1.94489537165478	43.3199541982994	COAD
TCGA-DM-A28G	-11.5622725512237	-3.89518763109243	38.6477328972141	COAD
TCGA-DM-A28H	-11.6313195199863	-3.56233824705104	39.4252956056826	COAD
TCGA-DM-A28K	-11.6279999382948	-4.19223770898507	38.6634903546782	COAD
TCGA-DM-A28M	-10.998674556035	-4.23495694389601	39.0808887372277	COAD
TCGA-F4-6459	-6.50572428449974	1.63751347525822	37.1523152826147	COAD
TCGA-F4-6460	-6.95853890619473	2.34788582774484	37.8154266842832	COAD
TCGA-F4-6461	-9.55346997801361	-3.1698314823468	33.8901626953329	COAD
TCGA-F4-6463	-11.3829118534862	-0.555668587363032	36.7046680380985	COAD
TCGA-F4-6569	-6.22618608613009	0.292753989337165	36.2544065781328	COAD
TCGA-F4-6570	-9.77382746609659	-3.37112362465133	34.8039292995551	COAD
TCGA-F4-6703	-9.30576130569872	-18.3328163808159	2.26403378136335	COAD
TCGA-F4-6704	-4.92530417911263	-0.0229611411582099	39.2679132037021	COAD
TCGA-F4-6805	-6.82253833046867	0.838116667523772	36.0490951557555	COAD
TCGA-F4-6806	-12.7266832778019	-0.168456565886307	36.6580195591669	COAD
TCGA-F4-6807	-6.73811085057043	0.555793560818886	36.7564802041613	COAD
TCGA-F4-6808	-11.6211619777404	3.05512237078446	40.6066214075791	COAD
TCGA-F4-6809	-6.79348503422586	-0.58515056963484	37.6751801083029	COAD
TCGA-F4-6854	-8.97334741409514	-1.03707913154327	41.9785389744901	COAD
TCGA-F4-6855	-12.3031640491257	1.04115450842273	38.026824075082	COAD
TCGA-F4-6856	-12.6294253407097	-0.893192239222703	35.4064313619485	COAD
TCGA-G4-6293	-11.4538662915603	-1.48880471936094	37.7700512418392	COAD
TCGA-G4-6294	-9.34338049948317	-0.892944432664939	41.3789389452646	COAD
TCGA-G4-6295	-9.75361483757761	4.8237854804277	42.0033726853359	COAD
TCGA-G4-6297	-10.9333332672721	0.495947113431007	38.5286372921454	COAD
TCGA-G4-6298	-11.1286963605745	0.121723373528946	39.5682407797334	COAD
TCGA-G4-6299	-9.17351344424684	-3.31260552776681	34.5336321439319	COAD
TCGA-G4-6302	-6.00944103052975	1.41526784249328	35.2957114363246	COAD
TCGA-G4-6303	-6.87074342576571	1.01941359352053	40.9992063175445	COAD
TCGA-G4-6304	-14.908642986665	0.482468066148997	30.9705795500098	COAD
TCGA-G4-6306	-13.2432753891941	0.718068742165167	37.7734220855959	COAD
TCGA-G4-6307	-8.57245743108263	-1.7605867610582	43.801712309378	COAD
TCGA-G4-6309	-12.2453853763111	-0.616809631353773	36.0737333734724	COAD
TCGA-G4-6310	-12.6062860304259	1.9430562283305	37.7916944311737	COAD
TCGA-G4-6311	-11.3092300939488	0.458753026709175	38.6361849607619	COAD
TCGA-G4-6314	-7.69977556752911	1.49019664137669	39.9707651169968	COAD
TCGA-G4-6315	-10.7152352128139	0.274388569872197	39.8972511457418	COAD
TCGA-G4-6317	-11.217072549312	1.12918365302594	40.914507158959	COAD
TCGA-G4-6320	-12.0672285170153	-3.61144225477681	36.6092460681215	COAD
TCGA-G4-6321	-11.7820751686661	-2.44463633981309	35.3316014415984	COAD
TCGA-G4-6322	-12.3412639000111	-4.46239973715081	37.5308239597456	COAD
TCGA-G4-6323	-11.57267801792	-0.961711088393088	36.305821981743	COAD
TCGA-G4-6586	-11.429248356792	-3.9559659586074	35.7249550643876	COAD
TCGA-G4-6588	-11.4985557535594	-3.9323919610585	35.4130538803676	COAD
TCGA-G4-6625	-9.31341070695018	-0.742382713244622	37.9619343887716	COAD
TCGA-G4-6626	-13.1979339698611	-0.789203432419114	40.022013399596	COAD
TCGA-G4-6627	-6.44770094729098	0.650849977183109	35.9893554108688	COAD
TCGA-G4-6628	-8.87696789164207	-2.92674848689726	34.6548465732048	COAD
TCGA-NH-A50T	-12.7887236971083	1.07647657227858	43.6290884694994	COAD
TCGA-NH-A50U	-6.73341227992462	1.9319706283718	43.7896696121494	COAD
TCGA-NH-A50V	-6.85947251456171	-1.05521257033263	37.9615348942535	COAD
TCGA-NH-A5IV	-11.8146533893627	-3.95133862525697	38.2309825684116	COAD
TCGA-NH-A6GA	-9.16552375195479	-3.50423874797453	39.4428104904079	COAD
TCGA-NH-A6GB	-13.9033110649534	1.3903050360121	39.7369398628702	COAD
TCGA-NH-A6GC	-12.2458001720356	1.85807663861261	37.8075088407032	COAD
TCGA-NH-A8F7	-10.9296698653868	0.350076204394266	43.0700124644749	COAD
TCGA-NH-A8F8	-9.92107654807735	3.11932482775963	38.5496052324878	COAD
TCGA-QG-A5YV	-11.3004261031034	-2.15499008373414	40.7646018047027	COAD
TCGA-QG-A5YW	-8.0183237399229	2.84512548264748	42.8754858067061	COAD
TCGA-QG-A5YX	-11.4103258983913	1.70937132056805	43.4265144603594	COAD
TCGA-QG-A5Z1	-6.31580740102854	1.12872181925367	41.5040960361637	COAD
TCGA-QG-A5Z2	-8.44108285842562	-3.35809487295563	35.6796700954211	COAD
TCGA-QL-A97D	-11.5677033613281	-1.39670967009302	38.8723590963069	COAD
TCGA-RU-A8FL	-11.3680555415991	1.15211382385373	42.055798035161	COAD
TCGA-SS-A7HO	-11.6711622128043	1.73962250371184	43.5172785226698	COAD
TCGA-T9-A92H	-10.8689394518138	-0.479385427370506	42.5650433461414	COAD
TCGA-WS-AB45	2.96406760044189	10.2642772641733	1.92231205996369	COAD
TCGA-FA-8693	19.3699763367792	-7.61554661822148	17.1957545036939	DLBC
TCGA-FA-A4BB	19.1253686329021	-6.80871984458674	16.7257557733047	DLBC
TCGA-FA-A4XK	19.7331021866398	-7.11792477348514	19.239530329663	DLBC
TCGA-FA-A6HN	18.8905689236882	-6.3987709095659	17.5536899731961	DLBC
TCGA-FA-A6HO	18.7854799211426	-6.15824030715173	17.5921423966268	DLBC
TCGA-FA-A7DS	19.4126879505215	-7.05727901469751	18.7613560992218	DLBC
TCGA-FA-A7Q1	19.6860450998981	-7.42667485446345	19.1191409619497	DLBC
TCGA-FA-A82F	18.5611624344126	-6.33977293261801	18.9927268602821	DLBC
TCGA-FA-A86F	18.4596044762611	-5.93925951663571	17.7412819207665	DLBC
TCGA-FF-8041	19.587125095587	-7.61637391658004	17.7415888674654	DLBC
TCGA-FF-8042	20.1517637941451	-7.77911400015137	18.4333432294481	DLBC
TCGA-FF-8043	20.7677383172486	-7.44877592345813	18.4933163479818	DLBC
TCGA-FF-8046	20.2568896370803	-8.06768993955111	17.3185680325368	DLBC
TCGA-FF-8047	20.247083913191	-7.928793093401	18.4603687801442	DLBC
TCGA-FF-8061	19.7580654573495	-7.90924466856791	17.367003655097	DLBC
TCGA-FF-8062	19.4770107469052	-7.48981194278268	17.3848075198399	DLBC
TCGA-FF-A7CQ	19.3080728416158	-6.78760115345495	18.5874768357444	DLBC
TCGA-FF-A7CR	18.5939583536023	-6.26427873358315	18.6873257927383	DLBC
TCGA-FF-A7CW	19.3551477619872	-6.83132856008909	17.314632800256	DLBC
TCGA-FF-A7CX	19.6098544416076	-7.81785049982909	18.7408256046245	DLBC
TCGA-FM-8000	20.5803817370217	-8.30560870292149	17.7780535008669	DLBC
TCGA-G8-6324	19.0843574013209	-6.82133476929462	16.4569730202832	DLBC
TCGA-G8-6325	18.2754933599917	-7.26900359803379	14.8421098955449	DLBC
TCGA-G8-6326	18.219307049664	-7.24440456460818	14.720826428785	DLBC
TCGA-G8-6906	19.9851078962884	-7.84675923588131	17.9702097338457	DLBC
TCGA-G8-6907	20.5314105139899	-8.1672026465892	17.7929117013753	DLBC
TCGA-G8-6909	20.0740565414445	-7.95590699987813	17.488638036662	DLBC
TCGA-G8-6914	19.6547456238779	-7.23572640506245	17.3497553199721	DLBC
TCGA-GR-7353	19.2663329653816	-7.77252182170319	16.7860933280375	DLBC
TCGA-GR-A4D4	18.8085615509415	-6.0526453015797	17.6812389997193	DLBC
TCGA-GR-A4D5	18.4240052894071	-5.87146753723573	17.5129635860764	DLBC
TCGA-GR-A4D6	19.5103532310297	-7.28883632588752	17.2327834997642	DLBC
TCGA-GR-A4D9	19.518571500308	-6.87920116884106	18.8200793232172	DLBC
TCGA-GS-A9TQ	19.8410138196539	-7.4329914700299	19.2997496269667	DLBC
TCGA-GS-A9TT	19.6959063385379	-7.33658775133697	19.3408032826756	DLBC
TCGA-GS-A9TU	18.5549189110586	-6.14216362542763	18.3217109842164	DLBC
TCGA-GS-A9TV	-2.46647475360727	9.45862563865668	4.45514230666929	DLBC
TCGA-GS-A9TW	19.1377818638903	-6.69774914705619	18.2538337107397	DLBC
TCGA-GS-A9TX	18.2407987731592	-5.68566653606601	17.7232040673374	DLBC
TCGA-GS-A9TY	20.5082313502247	-8.31879630813977	17.7210664429711	DLBC
TCGA-GS-A9TZ	19.0018171931205	-6.54496301369812	18.2142609259454	DLBC
TCGA-GS-A9U3	18.7336359601165	-6.21924364413606	17.8401212279833	DLBC
TCGA-GS-A9U4	1.99101769834468	7.27923634365141	-2.19209182116615	DLBC
TCGA-RQ-A68N	19.7104494486665	-7.33763387693383	18.4605330585184	DLBC
TCGA-RQ-A6JB	19.5263899943092	-7.2971084789819	18.3062539261993	DLBC
TCGA-RQ-AAAT	20.4771300963963	-8.23119331555609	17.7396115221596	DLBC
TCGA-VB-A8QN	19.4094122443173	-7.35752068340647	17.90925975796	DLBC
TCGA-2H-A9GF	-1.48133727224776	-22.7151410747785	35.0392426107614	ESCA
TCGA-2H-A9GG	-1.2923909756314	-22.2000917539626	29.9570953379991	ESCA
TCGA-2H-A9GH	-2.09580669333894	-22.3211514089979	35.1422937551494	ESCA
TCGA-2H-A9GI	-0.951881544831909	-19.9847608357915	35.4191907086287	ESCA
TCGA-2H-A9GJ	-0.171131081780853	-27.1939049400677	34.4494303855383	ESCA
TCGA-2H-A9GK	0.393431147124581	-21.3316284982036	31.1941279884327	ESCA
TCGA-2H-A9GL	-3.06221772235946	-20.1335484563174	31.1578664056423	ESCA
TCGA-2H-A9GM	-2.29047996118425	-22.7379359850868	34.4237017932216	ESCA
TCGA-2H-A9GN	-0.615315838046717	-23.1741863198121	35.2876793108274	ESCA
TCGA-2H-A9GO	-0.88409144288655	-27.8106007042934	32.844790354196	ESCA
TCGA-2H-A9GQ	-2.19426197174097	-29.0584820114632	31.7505329801912	ESCA
TCGA-2H-A9GR	-1.91195211255612	-20.7521504442871	31.0724737727857	ESCA
TCGA-IC-A6RE	-2.780688762751	-22.710208071033	32.1906371688548	ESCA
TCGA-IC-A6RF	-3.51228144401885	-25.924433796554	5.83283751477515	ESCA
TCGA-IG-A3I8	0.820914153646416	-23.776603223272	7.39926656039019	ESCA
TCGA-IG-A3QL	-0.237138528617289	-21.8243551513056	6.42444528667282	ESCA
TCGA-IG-A3YA	-0.0461738994004375	-24.4101974442866	9.27949214115442	ESCA
TCGA-IG-A3YB	1.0252172825487	-24.2822995284517	10.3201443173841	ESCA
TCGA-IG-A3YC	-0.863047192635847	-24.1900585003856	8.58057701023854	ESCA
TCGA-IG-A4P3	-3.70082886101506	-17.8572718819629	26.4392403143445	ESCA
TCGA-IG-A4QS	-1.86628198849739	-23.4701525206128	35.6912940010981	ESCA
TCGA-IG-A50L	-0.647686399761104	-21.6070284262207	8.86230891210515	ESCA
TCGA-IG-A51D	-1.25637208899401	-24.4234020358422	7.67707498810544	ESCA
TCGA-IG-A5B8	-0.955345085916292	-24.8285446730048	7.72502172846988	ESCA
TCGA-IG-A5S3	-1.02577795834666	-24.1944553524332	10.188112041295	ESCA
TCGA-IG-A625	0.28251402298577	-21.6226775952985	6.86747487814757	ESCA
TCGA-IG-A6QS	-0.0100050487964804	-24.4521760079542	7.14431957123665	ESCA
TCGA-IG-A7DP	1.06193178796819	-19.705323538772	27.5936459654135	ESCA
TCGA-IG-A8O2	-2.07460100464026	-22.7449153410054	7.45882039185802	ESCA
TCGA-IG-A97H	0.218036698426461	-23.124927457584	9.08933487070954	ESCA
TCGA-IG-A97I	0.590192630846124	-23.6316460648236	9.00724081081606	ESCA
TCGA-JY-A6FA	-1.84500916581724	-22.7774807945054	6.90403126015648	ESCA
TCGA-JY-A6FB	-1.1019039799706	-19.7170644195755	34.2049803651031	ESCA
TCGA-JY-A6FD	-1.14982502345505	-24.5255667652878	7.60549662062523	ESCA
TCGA-JY-A6FE	-3.27218720086784	-22.5823764339028	7.9306915063788	ESCA
TCGA-JY-A6FG	-3.31296955967424	-25.5252428798682	4.98141422091958	ESCA
TCGA-JY-A6FH	-1.34150073159305	-27.2399095429442	33.9190593564739	ESCA
TCGA-JY-A938	0.292986332112795	-20.9931375490771	29.5167066383914	ESCA
TCGA-JY-A939	6.72300698287045	-22.009340491811	29.384783518296	ESCA
TCGA-JY-A93C	-2.21333782391744	-20.3986548402819	32.7121061922758	ESCA
TCGA-JY-A93D	-0.196868195431351	-21.3482054160005	28.8909626905918	ESCA
TCGA-JY-A93E	-1.35004935156211	-20.5306679768202	30.1873055431155	ESCA
TCGA-JY-A93F	-3.2358056214673	-25.7404581177513	5.35501424093083	ESCA
TCGA-KH-A6WC	4.89524245760873	-24.3952115016221	26.8286549676607	ESCA
TCGA-L5-A43C	1.86873930608227	-21.3248484720913	30.8446019940199	ESCA
TCGA-L5-A43E	-1.56804987999047	-21.1847415982525	35.1870993843529	ESCA
TCGA-L5-A43J	0.621400391870237	-24.039729209756	7.38622638248073	ESCA
TCGA-L5-A4OE	1.16363312012805	-20.0798605218868	34.0517573092011	ESCA
TCGA-L5-A4OG	2.11327991865496	-20.2668963139636	34.0274704575945	ESCA
TCGA-L5-A4OH	-2.35083918072632	-22.8597508048424	34.3585301175654	ESCA
TCGA-L5-A4OI	-1.20351441999042	-18.0557586924846	35.1725090825907	ESCA
TCGA-L5-A4OJ	-0.134459219825668	-20.4363475338857	35.7887417399877	ESCA
TCGA-L5-A4OM	-2.4864417812684	-24.0072692835893	8.99960164593992	ESCA
TCGA-L5-A4ON	-1.75091731029068	-21.3500752051303	34.7499488163864	ESCA
TCGA-L5-A4OO	0.983825898187444	-21.8375530700489	31.0294624746479	ESCA
TCGA-L5-A4OP	-0.325546268406183	-21.9337325953106	32.5288079722644	ESCA
TCGA-L5-A4OS	-1.29723394627772	-28.9665942577504	30.9408365514594	ESCA
TCGA-L5-A4OT	-2.02348479428569	-22.2087995557309	33.2572022913409	ESCA
TCGA-L5-A4OU	-0.685851620638123	-20.9710447818317	29.4633923758382	ESCA
TCGA-L5-A4OW	-2.14315297347661	-21.3302617895044	32.6125030349607	ESCA
TCGA-L5-A4OX	1.19690426661647	-18.4534106831192	34.8697881027961	ESCA
TCGA-L5-A88S	-3.49982774263066	-21.1438445157722	9.74832432980427	ESCA
TCGA-L5-A88T	4.85597898911899	-24.3673771510462	26.8576298948052	ESCA
TCGA-L5-A88V	1.75865671538486	-20.2922313060008	36.8760191397012	ESCA
TCGA-L5-A88W	-3.17890235938972	-25.4114854420219	4.98643296912531	ESCA
TCGA-L5-A88Y	-1.39953715757094	-22.5477423735633	32.3596338619458	ESCA
TCGA-L5-A88Z	0.252231872877331	-22.0906745420007	7.126789157345	ESCA
TCGA-L5-A891	-1.84918923200353	-27.8297658783136	33.3365010141965	ESCA
TCGA-L5-A893	-0.687048891349017	-20.2335083108649	29.9095387677338	ESCA
TCGA-L5-A8NE	-0.0871193768708809	-26.2966810103514	34.7941519637062	ESCA
TCGA-L5-A8NF	-2.91519116362081	-22.5551625355678	34.9658075716247	ESCA
TCGA-L5-A8NG	-2.10885505606636	-20.8336773235777	31.1678466141479	ESCA
TCGA-L5-A8NH	-2.18258037237939	-22.8702727010477	34.462078702028	ESCA
TCGA-L5-A8NI	-0.276088858651393	-24.8016651788987	34.4762951431653	ESCA
TCGA-L5-A8NJ	-1.92788544041931	-18.293802729878	35.1632142495074	ESCA
TCGA-L5-A8NK	-1.18864328183914	-23.6389524960785	8.57240085137341	ESCA
TCGA-L5-A8NL	-0.443251081754593	-21.2863125753733	29.0087380027672	ESCA
TCGA-L5-A8NM	1.41136946082421	-18.5012469062104	34.3962611727093	ESCA
TCGA-L5-A8NN	-1.58057682926423	-29.2594744273863	31.0341509729455	ESCA
TCGA-L5-A8NQ	-11.8274145436511	-6.1311775062962	1.4363112308932	ESCA
TCGA-L5-A8NR	-2.20524016211038	-20.909688979367	33.3566368264485	ESCA
TCGA-L5-A8NS	-2.23072704815448	-20.6339117491085	30.5204211854641	ESCA
TCGA-L5-A8NT	-1.94590791440716	-20.7952476932648	31.7807059151211	ESCA
TCGA-L5-A8NU	1.30985036164167	-21.4612101827657	27.2745384643262	ESCA
TCGA-L5-A8NV	-1.71648526895822	-20.7023430980662	30.3650201319035	ESCA
TCGA-L5-A8NW	-1.87076281438825	-22.0344756359282	33.1276831934698	ESCA
TCGA-L7-A56G	-1.86576399118295	-24.4553531469838	8.39450430897129	ESCA
TCGA-L7-A6VZ	-1.37293807320293	-19.7793784811178	34.133626483318	ESCA
TCGA-LN-A49M	-1.64217535172209	-24.2059567659168	6.84057048281469	ESCA
TCGA-LN-A49O	-0.289462114100274	-24.6439373805033	6.24197330730735	ESCA
TCGA-LN-A49P	0.64350280066294	-24.0856619774741	9.74113029126678	ESCA
TCGA-LN-A49S	-1.75692635447109	-23.8125946608932	8.38946530460228	ESCA
TCGA-LN-A49U	-1.80663570238623	-23.6266266818108	7.041152558594	ESCA
TCGA-LN-A49W	-3.55568769300339	-17.9805719034197	26.6101529045316	ESCA
TCGA-LN-A49X	0.332805798724403	-24.375868315387	9.1804306351744	ESCA
TCGA-LN-A49Y	-6.03147357499513	-11.061981974571	-6.41957451388333	ESCA
TCGA-LN-A4A1	-1.20617272182776	-24.1950589169623	7.27021950045533	ESCA
TCGA-LN-A4A3	-1.44098779116049	-24.3710491243708	8.39502878441846	ESCA
TCGA-LN-A4A4	-1.08880161397876	-22.7993776868212	7.19684362764713	ESCA
TCGA-LN-A4A5	0.672827630221872	-24.1937987295314	9.86905955206647	ESCA
TCGA-LN-A4A8	-2.38835554042618	-24.0048799558172	8.54390873618879	ESCA
TCGA-LN-A4A9	-1.40545870884897	-24.2969813843927	8.80550593390377	ESCA
TCGA-LN-A4MQ	0.544739878405188	-21.8449051730172	8.5936459684498	ESCA
TCGA-LN-A5U5	0.4397149190427	-24.637715471786	7.79907468633629	ESCA
TCGA-LN-A5U6	1.07246210678355	-23.4503906766196	8.17266959921538	ESCA
TCGA-LN-A5U7	-0.141585621456218	-22.8189815343061	6.69300675134115	ESCA
TCGA-LN-A7HV	-2.44969861144594	-22.9701079563503	8.03737574672228	ESCA
TCGA-LN-A7HW	0.678961237547894	-21.9870330115168	7.63173047532569	ESCA
TCGA-LN-A7HX	-1.91903830162342	-24.0420736336588	6.68431971963593	ESCA
TCGA-LN-A7HY	-1.15041600931592	-22.6457760989688	9.56780036307241	ESCA
TCGA-LN-A7HZ	-0.53287336770995	-21.8473310816516	7.49206714405063	ESCA
TCGA-LN-A8HZ	-0.237244016514854	-22.0353560229433	6.96247493579229	ESCA
TCGA-LN-A8I0	-0.637900782125513	-22.0021673136766	7.63054379340724	ESCA
TCGA-LN-A8I1	-0.952034471294385	-22.5167929302791	9.2519939982874	ESCA
TCGA-LN-A9FO	-7.21617874256214	-12.8744343468688	26.2613121036898	ESCA
TCGA-LN-A9FP	2.23140753623984	-21.6062537628105	25.377736896671	ESCA
TCGA-LN-A9FQ	1.25518938551625	-22.3798080967686	8.03875516983019	ESCA
TCGA-LN-A9FR	0.870420891313935	-24.0438040521853	8.74243837164281	ESCA
TCGA-M9-A5M8	1.58489931911708	-20.9451858207005	35.0737090651122	ESCA
TCGA-Q9-A6FW	0.132175264690515	-20.2084008267813	33.0220060171234	ESCA
TCGA-R6-A6DN	-1.53108214666147	-19.2665464554414	34.392180518987	ESCA
TCGA-R6-A6DQ	-0.154978334330334	-20.9981139916317	33.1872366475729	ESCA
TCGA-R6-A6KZ	-1.51033291098279	-29.0154510474663	30.9882598540784	ESCA
TCGA-R6-A6L4	-0.00514685142391426	-17.4976939517006	32.8241875159779	ESCA
TCGA-R6-A6L6	-3.27491138659191	-12.4503472386904	27.6315553423205	ESCA
TCGA-R6-A6XG	-1.76405193080413	-22.3301929940182	36.1256981344916	ESCA
TCGA-R6-A6XQ	-2.21142654875197	-27.8356875457812	32.7533031201087	ESCA
TCGA-R6-A6Y0	4.5738166571062	-24.468199963883	27.0311874109481	ESCA
TCGA-R6-A8W5	2.13501824976936	-23.1917036342312	32.7849119931897	ESCA
TCGA-R6-A8W8	-2.11656811555032	-22.0996872133693	35.3991747512801	ESCA
TCGA-R6-A8WC	-2.36052619384746	-21.2334666483575	35.772348304243	ESCA
TCGA-R6-A8WG	-1.83249695902514	-29.0376083363341	31.437033666676	ESCA
TCGA-RE-A7BO	-3.18097543661479	-22.2848261608103	32.7748710144387	ESCA
TCGA-S8-A6BV	-1.2777762432111	-21.252414310607	29.9801901684827	ESCA
TCGA-S8-A6BW	0.231352044957166	-21.8428936140898	7.02742329901139	ESCA
TCGA-V5-A7RB	-1.36419325174933	-19.6290816886578	31.8397516496996	ESCA
TCGA-V5-A7RC	0.553208078363753	-21.8154269717358	8.54687161276587	ESCA
TCGA-V5-A7RE	-2.087125277306	-22.1087954486061	35.0770137893976	ESCA
TCGA-V5-AASV	-3.21779081853909	-25.8603413252322	5.55775534944777	ESCA
TCGA-V5-AASW	-2.00412045519413	-21.5675319387976	34.8712371052209	ESCA
TCGA-V5-AASX	-1.07349112728104	-20.9256672409808	34.7018359377132	ESCA
TCGA-VR-A8EO	-2.84488723023794	-23.9910181625741	9.76083026360047	ESCA
TCGA-VR-A8EP	-1.94575913234161	-23.0031695362089	8.48599217390968	ESCA
TCGA-VR-A8EQ	0.672845054312717	-21.127151344104	32.1162235587213	ESCA
TCGA-VR-A8ER	0.567751863611742	-22.0166171704758	7.5711321924932	ESCA
TCGA-VR-A8ET	-2.80698252567446	-18.8680547918245	26.3942370605727	ESCA
TCGA-VR-A8EU	-0.395711158825491	-23.988175285355	7.27328104498083	ESCA
TCGA-VR-A8EW	-0.358880769808464	-22.3852017637676	7.04538902407222	ESCA
TCGA-VR-A8EX	-1.35628996919708	-22.9713907251637	8.56244627471809	ESCA
TCGA-VR-A8EY	-2.78501867591783	-24.8956552708986	4.76892153365997	ESCA
TCGA-VR-A8EZ	-0.500961643386531	-21.1926150265813	6.55546571268777	ESCA
TCGA-VR-A8Q7	-5.99026364302022	-14.0846975855609	26.3846069450628	ESCA
TCGA-VR-AA4D	-1.96462474077538	-20.1474571691199	35.5213035469508	ESCA
TCGA-VR-AA4G	-1.08096829347175	-23.9292320882044	8.58540302035793	ESCA
TCGA-VR-AA7I	0.762315846403304	-24.1124578282447	8.85263232977574	ESCA
TCGA-XP-A8T6	-1.43031900349738	-22.8213503291884	8.15590569106296	ESCA
